"wmc","dit","rfc","noc","cbo","lcom","loc","isBug"
55,4,78,0,20,300,222,"YES"
69,3,59,4,21,28,198,"YES"
7,8,11,0,5,15,26,"NO"
1,1,1,0,1,0,4,"NO"
16,4,35,0,11,28,62,"NO"
31,2,61,0,12,21,156,"NO"
1169,1,374,0,9,1225,3449,"NO"
30,3,32,0,16,45,97,"NO"
419,1,572,0,102,1431,1531,"YES"
104,3,127,2,26,105,364,"YES"
19,3,37,0,12,66,72,"NO"
50,1,65,0,11,120,258,"NO"
3,2,5,0,3,1,9,"NO"
7,1,13,0,6,3,27,"NO"
8,1,10,0,3,10,30,"NO"
4,2,7,0,4,6,17,"NO"
659,1,917,0,39,666,2557,"YES"
47,6,64,0,6,36,266,"NO"
5,3,6,0,5,3,22,"NO"
2,1,5,0,4,1,12,"NO"
9,2,10,0,5,3,30,"NO"
79,4,118,0,43,496,235,"YES"
74,3,64,3,39,253,251,"YES"
6,4,8,0,3,6,24,"NO"
4,3,7,0,2,1,12,"NO"
2,5,4,0,2,1,10,"NO"
4,2,4,0,3,6,13,"NO"
12,2,15,0,8,10,35,"NO"
4,4,4,0,1,6,13,"YES"
140,7,226,0,19,78,551,"YES"
207,3,169,0,18,276,768,"NO"
8,3,18,0,5,28,29,"NO"
5,2,5,0,4,3,14,"NO"
8,1,12,0,12,15,28,"NO"
177,7,367,1,48,1540,698,"YES"
1,2,1,0,1,0,3,"NO"
5,3,5,0,3,3,21,"NO"
204,1,204,0,0,20706,612,"YES"
21,5,29,3,8,91,78,"NO"
73,1,125,3,24,120,407,"YES"
108,1,92,4,28,351,379,"YES"
9,7,20,0,4,3,36,"NO"
26,2,49,0,12,15,120,"NO"
16,4,28,0,9,6,72,"NO"
86,2,62,0,7,171,238,"NO"
86,2,135,1,23,276,305,"NO"
27,3,11,0,4,6,80,"NO"
5,3,5,0,2,3,23,"NO"
30,3,37,1,12,45,110,"NO"
29,2,61,1,9,66,92,"NO"
29,3,61,0,6,136,117,"NO"
449,1,368,0,13,351,2262,"NO"
206,1,209,19,150,1830,657,"NO"
12,1,11,1,2,45,48,"YES"
45,3,69,0,11,15,192,"NO"
57,3,85,0,7,105,220,"YES"
17,1,11,0,4,10,47,"NO"
4,1,8,0,13,6,40,"NO"
148,1,211,0,39,190,712,"YES"
7,1,16,0,3,1,23,"NO"
50,2,51,1,6,45,121,"NO"
2,2,4,0,2,1,24,"NO"
8,1,8,0,2,10,27,"NO"
253,6,277,5,32,210,787,"YES"
92,3,177,6,38,595,327,"NO"
4,3,2,0,8,1,8,"NO"
3,6,5,0,2,3,13,"NO"
12,2,25,0,4,36,48,"NO"
32,1,17,0,4,15,88,"NO"
49,1,79,1,16,276,276,"NO"
1,6,2,0,2,0,7,"YES"
45,1,31,0,25,55,127,"NO"
13,4,23,0,23,21,48,"NO"
34,5,82,4,24,45,178,"NO"
1,4,2,0,2,1,4,"NO"
89,1,170,0,41,210,426,"YES"
4,6,5,1,1,10,12,"NO"
13,1,13,2,17,15,47,"NO"
15,2,26,0,6,28,59,"NO"
56,6,87,0,10,15,230,"NO"
6,2,14,0,7,1,35,"YES"
16,3,33,0,2,66,59,"NO"
15,2,38,0,11,45,68,"NO"
3,1,3,0,2,3,10,"NO"
129,3,130,0,13,300,495,"YES"
14,1,20,3,8,21,44,"NO"
169,2,157,2,87,276,546,"YES"
321,1,312,0,84,703,1069,"YES"
19,2,38,6,17,120,74,"NO"
35,3,65,0,4,120,141,"NO"
49,3,41,2,25,45,177,"NO"
141,1,244,14,51,1431,528,"NO"
125,3,278,1,31,171,516,"YES"
33,3,63,0,7,190,127,"NO"
12,3,15,0,4,21,46,"NO"
26,3,61,0,16,36,102,"NO"
24,5,25,0,8,6,65,"NO"
45,2,54,1,14,136,136,"YES"
32,1,59,0,14,6,121,"NO"
19,2,40,0,6,105,70,"NO"
100,2,120,0,23,666,344,"NO"
19,3,39,0,5,66,72,"NO"
36,2,50,0,13,91,112,"NO"
61,3,70,0,24,276,190,"NO"
41,1,26,0,4,45,177,"YES"
20,4,32,0,10,15,66,"NO"
85,4,195,0,15,741,328,"NO"
30,1,24,0,8,45,117,"NO"
0,1,2,1,0,1,0,"NO"
1148,3,1156,0,78,21115,4390,"YES"
27,3,21,0,4,28,65,"YES"
16,3,31,0,7,78,59,"NO"
13,2,14,0,5,66,39,"NO"
5,1,9,0,3,6,17,"NO"
125,2,194,4,21,1378,482,"NO"
20,2,30,2,9,66,57,"NO"
2,7,2,0,0,1,7,"NO"
39,2,77,0,9,21,255,"NO"
28,3,55,0,4,105,109,"NO"
2,3,3,0,1,1,7,"NO"
11,2,21,0,2,36,42,"NO"
16,4,31,1,13,55,57,"NO"
29,2,37,0,6,91,131,"NO"
1,1,1,0,1,0,3,"NO"
6,3,13,2,12,15,22,"NO"
51,1,66,0,6,66,136,"NO"
25,5,38,0,7,55,91,"NO"
24,1,18,0,4,28,94,"NO"
24,1,11,0,14,3,80,"NO"
21,3,65,0,14,153,104,"NO"
12,2,13,0,3,28,51,"NO"
7,1,12,3,5,28,27,"NO"
223,2,237,1,14,2080,681,"NO"
19,3,37,0,6,66,71,"NO"
0,1,10,0,3,45,0,"NO"
2,3,2,0,1,1,7,"YES"
27,3,51,0,4,91,109,"NO"
3,6,7,0,1,3,13,"NO"
30,2,36,0,9,21,103,"NO"
134,4,273,2,47,903,554,"YES"
6,1,8,0,3,3,19,"NO"
118,4,94,3,33,45,357,"YES"
25,6,34,1,7,15,87,"YES"
15,7,23,0,6,3,40,"NO"
133,1,273,0,22,903,474,"NO"
9,3,17,0,6,21,32,"NO"
1042,1,1095,1,50,1891,6113,"YES"
108,1,159,0,18,55,469,"YES"
19,5,29,3,6,36,72,"NO"
225,1,294,0,36,861,841,"YES"
13,4,12,0,4,10,26,"NO"
53,2,30,0,5,136,191,"NO"
8,2,10,6,6,28,24,"NO"
14,1,14,0,0,91,42,"NO"
1,1,1,0,6,0,3,"NO"
15,1,15,0,5,6,51,"NO"
1169,1,374,4,47,1225,3449,"YES"
23,5,32,0,12,36,81,"NO"
40,3,75,0,11,171,155,"NO"
1,5,2,0,2,0,7,"YES"
262,1,91,0,141,561,845,"NO"
39,2,32,0,6,21,136,"NO"
191,2,221,0,16,171,707,"NO"
174,2,128,0,40,253,536,"YES"
8,6,12,0,2,10,28,"NO"
6,3,11,0,4,15,20,"NO"
35,2,30,0,5,10,69,"YES"
20,1,60,2,51,703,66,"NO"
13,3,29,0,15,55,47,"NO"
31,2,60,0,6,136,121,"NO"
43,1,62,0,12,10,145,"YES"
20,6,34,0,8,28,71,"NO"
23,3,45,0,9,91,87,"NO"
3,4,3,0,1,3,11,"YES"
5,2,10,1,10,28,16,"YES"
15,1,25,0,12,15,63,"NO"
265,1,1156,0,13,23005,1585,"YES"
19,3,39,0,5,66,72,"NO"
2,3,2,4,3,1,6,"YES"
8,6,13,0,5,3,32,"NO"
24,2,30,0,6,36,75,"NO"
4,2,5,0,1,3,10,"NO"
12,2,14,0,3,66,37,"NO"
0,4,1,3,1,0,0,"NO"
7,3,10,0,4,6,31,"NO"
35,3,63,0,9,136,125,"NO"
3,5,5,0,3,3,10,"NO"
3,4,3,1,1,3,9,"NO"
8,2,11,3,4,21,23,"NO"
9,4,16,0,6,3,31,"NO"
54,3,104,0,8,276,208,"NO"
1,1,1,0,1,0,3,"NO"
4,1,8,0,5,6,17,"NO"
48,4,72,3,43,153,144,"NO"
4,1,4,0,3,3,9,"NO"
10,2,7,0,3,3,31,"NO"
36,2,66,0,13,136,130,"NO"
34,3,46,0,13,21,96,"NO"
3,1,3,18,2,3,9,"NO"
5,4,13,3,7,21,25,"NO"
2,4,2,0,8,1,9,"NO"
209,1,157,11,27,300,580,"YES"
59,1,45,2,12,36,230,"YES"
9,1,10,0,0,45,27,"NO"
470,1,680,0,55,2080,1947,"YES"
117,5,153,2,22,36,414,"YES"
12,4,3,2,2,1,34,"NO"
79,3,111,0,14,91,289,"YES"
36,1,27,0,24,45,103,"NO"
33,3,61,4,10,210,146,"NO"
104,4,162,0,13,780,404,"NO"
5,5,16,0,4,6,24,"NO"
269,2,172,3,24,55,708,"YES"
271,2,361,0,22,1653,952,"YES"
4,1,5,1,2,10,12,"NO"
16,3,35,0,4,66,59,"NO"
1,2,1,0,1,0,4,"YES"
12,1,30,0,38,15,52,"NO"
19,1,13,0,4,15,56,"NO"
1,2,1,0,1,0,3,"NO"
21,2,48,0,8,6,83,"NO"
64,2,66,0,12,253,285,"NO"
37,5,70,0,9,55,158,"NO"
13,2,25,0,7,6,44,"NO"
118,7,241,1,32,465,529,"YES"
10,3,13,0,1,10,28,"NO"
28,2,60,0,8,136,109,"NO"
6,1,6,3,0,15,18,"NO"
9,5,12,0,6,6,28,"NO"
19,1,19,0,4,15,52,"NO"
4,1,13,2,10,10,17,"NO"
14,1,26,0,5,36,44,"NO"
13,1,21,1,4,45,69,"NO"
16,4,30,2,10,55,56,"YES"
22,2,22,2,5,36,82,"NO"
7,1,25,2,7,21,104,"NO"
51,3,110,0,13,91,231,"NO"
71,2,90,0,16,231,232,"NO"
58,2,31,0,4,190,164,"NO"
1,1,1,0,0,0,3,"NO"
215,2,322,0,24,210,706,"YES"
4,3,8,0,2,3,17,"NO"
50,3,83,7,29,351,171,"NO"
5,8,10,0,3,3,16,"NO"
24,2,32,0,6,78,77,"NO"
44,3,61,0,6,231,154,"NO"
5,5,13,0,4,3,20,"NO"
12,2,14,0,4,66,36,"NO"
32,1,17,0,4,15,88,"NO"
51,2,57,0,21,15,209,"NO"
162,1,215,0,29,136,462,"YES"
7,4,19,0,10,3,27,"NO"
52,2,57,0,16,15,216,"NO"
16,1,17,0,4,28,50,"NO"
43,2,61,0,16,105,155,"NO"
84,2,126,1,6,66,276,"NO"
3,1,25,0,4,0,73,"NO"
43,1,33,0,4,45,156,"NO"
17,6,27,1,12,15,76,"NO"
6,8,8,0,2,10,17,"NO"
86,2,85,0,14,465,290,"NO"
118,3,145,0,33,105,437,"YES"
19,2,58,0,14,10,87,"NO"
24,1,31,0,7,15,128,"YES"
15,2,13,2,4,6,36,"YES"
41,2,63,0,8,66,136,"NO"
35,1,36,0,7,21,99,"NO"
79,3,99,0,21,21,334,"YES"
7,1,10,1,2,6,16,"YES"
35,1,35,1,26,595,105,"NO"
89,1,52,0,4,105,325,"NO"
0,3,1,0,1,0,0,"NO"
7,1,11,0,1,10,29,"NO"
32,2,42,1,9,78,101,"NO"
17,4,14,0,4,10,35,"NO"
16,3,11,0,5,6,33,"NO"
273,2,197,3,128,1596,773,"YES"
7,3,10,0,4,6,23,"NO"
32,3,63,0,18,21,163,"YES"
16,5,20,1,2,36,54,"YES"
0,1,1,0,2,0,0,"NO"
4,3,7,0,2,1,11,"NO"
18,1,46,0,7,78,82,"NO"
10,4,16,0,6,6,29,"NO"
49,5,73,0,13,10,184,"YES"
12,1,19,1,7,15,39,"NO"
85,3,114,0,9,406,368,"NO"
13,4,32,0,13,3,61,"NO"
14,2,21,0,4,28,49,"NO"
8,2,14,0,3,3,62,"NO"
3,5,4,0,2,1,14,"NO"
11,4,16,0,5,3,34,"NO"
50,1,85,0,23,10,200,"NO"
7,1,11,0,2,3,24,"NO"
36,1,27,0,7,45,103,"NO"
218,2,547,0,34,2080,907,"YES"
74,3,81,2,17,55,217,"YES"
1,2,1,0,2,0,3,"NO"
5,3,5,0,3,3,21,"NO"
79,1,116,0,19,36,271,"NO"
22,3,47,0,10,91,88,"NO"
12,2,18,0,5,1,50,"NO"
10,2,11,0,6,15,23,"NO"
181,1,244,0,29,171,691,"NO"
34,8,24,0,8,21,115,"YES"
33,1,26,0,17,45,122,"NO"
91,7,115,2,16,36,296,"YES"
43,1,76,0,19,190,332,"NO"
17,4,29,0,9,6,75,"NO"
13,3,28,0,8,15,44,"NO"
121,6,258,1,42,1128,480,"NO"
20,2,24,0,3,28,127,"NO"
14,1,28,0,7,6,50,"NO"
396,1,567,0,46,946,1340,"YES"
12,3,28,0,6,36,50,"NO"
12,5,14,0,1,36,40,"YES"
55,3,82,0,21,45,251,"YES"
1,7,2,0,1,1,3,"NO"
4,6,11,0,2,6,29,"NO"
9,1,16,0,4,28,28,"NO"
4,6,5,0,1,10,13,"NO"
12,6,21,2,8,15,62,"NO"
138,2,308,0,25,1711,1200,"NO"
4,1,7,0,2,3,15,"NO"
18,7,26,0,2,28,55,"NO"
73,4,63,4,5,300,1520,"NO"
2,1,3,0,1,1,6,"NO"
2,5,3,0,5,1,7,"NO"
27,3,59,0,6,120,110,"NO"
99,2,252,1,40,630,525,"YES"
17,6,29,2,9,10,66,"NO"
66,2,89,0,15,78,269,"YES"
426,1,329,2,13,861,1399,"YES"
6,8,8,0,3,10,23,"NO"
53,1,52,0,23,78,134,"YES"
51,1,86,0,17,66,192,"YES"
14,3,28,0,2,66,52,"NO"
159,2,263,1,18,561,629,"YES"
10,2,14,0,7,6,28,"NO"
11,2,15,2,29,28,35,"NO"
19,1,67,0,15,15,152,"NO"
15,1,21,0,12,28,52,"NO"
344,4,664,1,94,4753,1607,"YES"
36,2,47,1,13,36,139,"YES"
117,2,107,0,22,91,343,"YES"
89,2,120,0,15,91,286,"NO"
27,2,53,0,5,91,107,"NO"
4,7,12,0,3,6,14,"NO"
17,4,38,0,12,28,64,"NO"
62,1,83,1,6,231,275,"NO"
27,2,16,0,5,21,57,"YES"
4,1,7,2,4,1,15,"NO"
13,1,8,0,3,10,26,"NO"
23,3,39,0,4,78,76,"NO"
54,1,106,1,12,351,269,"NO"
30,1,24,0,3,45,117,"NO"
15,2,17,0,5,3,49,"NO"
229,2,265,0,49,120,1189,"YES"
7,2,12,1,8,10,21,"NO"
20,2,17,0,3,28,56,"NO"
3,2,4,0,2,3,11,"NO"
15,2,28,0,10,10,58,"YES"
75,6,132,0,15,21,336,"NO"
7,1,12,0,5,21,28,"NO"
1,4,2,0,1,1,3,"NO"
8,2,16,0,2,10,23,"YES"
54,1,43,6,17,300,172,"NO"
13,1,17,0,4,21,35,"NO"
22,1,56,3,15,28,126,"NO"
6,4,7,0,4,6,16,"YES"
53,5,74,1,12,15,174,"NO"
55,3,17,0,10,91,163,"NO"
21,3,43,0,7,105,80,"NO"
5,3,6,0,3,3,22,"NO"
19,2,34,0,8,28,52,"NO"
182,1,347,0,108,7381,804,"NO"
86,2,66,0,11,153,321,"NO"
2,4,3,0,2,1,10,"NO"
33,1,31,0,6,36,118,"NO"
47,6,20,1,6,21,128,"NO"
26,1,17,0,4,21,79,"NO"
18,4,37,1,10,15,72,"NO"
20,3,42,0,5,78,97,"NO"
10,1,10,0,11,6,35,"NO"
2,1,2,0,1,1,8,"NO"
8,1,15,0,2,3,29,"NO"
29,5,30,1,5,36,63,"YES"
13,1,10,0,2,6,41,"NO"
8,5,14,0,5,15,29,"NO"
14,1,37,0,15,78,54,"NO"
18,1,34,0,4,55,117,"NO"
1,4,1,0,1,0,5,"NO"
7,2,7,0,7,15,19,"NO"
41,1,37,0,12,55,144,"NO"
0,4,1,0,1,0,0,"NO"
27,3,51,0,4,91,106,"NO"
33,1,57,0,10,28,157,"NO"
44,1,45,0,1,946,169,"NO"
63,2,100,0,24,120,190,"YES"
6,8,8,0,3,10,23,"NO"
9,1,20,0,8,6,37,"NO"
16,8,31,0,10,66,59,"NO"
4,7,12,0,3,6,13,"NO"
23,4,27,0,10,28,60,"NO"
4,6,9,0,5,1,15,"NO"
8,2,10,0,3,21,26,"NO"
66,1,81,0,12,105,189,"NO"
12,1,21,0,3,6,55,"NO"
75,3,18,0,7,28,312,"NO"
13,4,18,4,12,28,42,"YES"
27,3,83,4,20,45,126,"YES"
5,3,6,0,5,3,22,"NO"
37,1,39,0,3,45,143,"NO"
69,1,109,0,19,91,219,"YES"
5,2,6,0,5,10,27,"NO"
6,1,10,6,91,28,18,"NO"
27,3,53,0,6,91,106,"NO"
25,1,44,1,9,36,99,"NO"
22,1,43,1,8,28,89,"NO"
6,5,14,0,6,15,21,"NO"
7,2,8,0,1,6,28,"NO"
47,5,86,0,22,210,185,"NO"
1680,2,2390,0,75,8515,7341,"YES"
134,4,256,0,26,78,784,"YES"
105,4,81,0,13,66,412,"NO"
26,3,49,0,18,91,108,"NO"
8,3,12,1,5,10,36,"NO"
308,3,290,8,102,2926,840,"YES"
42,3,74,0,5,190,158,"NO"
18,6,26,0,2,28,56,"NO"
22,1,11,0,3,21,71,"NO"
3,1,7,0,5,3,12,"NO"
316,2,405,0,18,780,1248,"YES"
6,2,7,0,4,6,25,"NO"
20,3,34,0,11,21,92,"NO"
18,4,41,0,4,78,67,"NO"
9,3,19,0,4,36,31,"NO"
14,1,11,0,2,6,43,"NO"
33,4,54,0,14,28,128,"NO"
3,2,5,1,2,3,10,"YES"
10,8,17,0,4,21,41,"NO"
5,2,7,2,0,10,15,"NO"
112,1,163,0,16,210,354,"NO"
18,5,41,0,11,36,68,"NO"
100,4,119,3,19,120,337,"YES"
78,1,51,1,11,78,299,"NO"
5,1,5,6,2,10,15,"NO"
117,1,241,4,6,1378,423,"NO"
28,2,43,0,9,300,96,"NO"
0,1,5,2,6,10,0,"NO"
40,2,53,0,13,136,123,"NO"
171,1,248,2,39,351,639,"YES"
9,6,13,0,1,28,32,"NO"
8,2,14,0,5,15,27,"NO"
25,1,21,0,9,66,78,"NO"
14,2,30,0,6,66,53,"NO"
37,5,55,4,20,28,105,"NO"
53,6,87,0,10,15,226,"NO"
4,3,8,0,4,3,15,"NO"
5,2,13,26,2,10,15,"NO"
15,1,29,0,14,10,80,"NO"
38,3,78,1,21,28,124,"NO"
25,4,70,0,13,28,158,"NO"
10,5,13,0,3,6,28,"NO"
16,3,33,0,7,66,62,"NO"
19,5,30,6,22,28,63,"NO"
34,1,31,1,8,136,127,"YES"
58,5,73,0,14,28,253,"NO"
69,3,56,0,5,36,261,"NO"
34,1,48,0,19,231,95,"NO"
14,3,31,0,13,21,57,"NO"
1,4,1,0,5,0,3,"NO"
131,2,169,0,16,666,485,"NO"
27,3,53,0,7,91,106,"NO"
27,3,51,0,5,91,106,"NO"
12,2,14,0,4,66,38,"NO"
49,6,100,0,20,105,186,"NO"
392,1,287,0,33,105,974,"YES"
7,1,18,0,4,3,36,"NO"
52,1,34,0,37,91,136,"NO"
46,4,34,0,6,15,146,"YES"
197,1,346,0,33,253,781,"NO"
37,3,69,0,11,153,136,"NO"
6,1,11,0,4,10,26,"NO"
56,2,76,1,15,171,152,"NO"
283,1,493,1,34,2278,1119,"YES"
256,4,296,1,35,1275,866,"YES"
6,6,16,0,5,6,26,"NO"
13,4,23,0,8,1,56,"NO"
29,1,34,0,8,78,99,"NO"
5,4,4,0,1,6,31,"NO"
3,1,28,0,7,1,21,"NO"
56,2,222,0,4,10,306,"YES"
36,2,85,3,19,190,142,"NO"
35,2,72,0,7,91,121,"NO"
33,3,62,0,4,136,132,"NO"
9,3,18,0,2,36,31,"NO"
132,2,225,2,102,1540,505,"YES"
33,1,78,2,10,171,149,"NO"
14,5,24,0,5,3,41,"NO"
13,3,27,0,4,55,45,"NO"
2,5,3,0,3,1,7,"NO"
4,1,8,0,1,1,21,"NO"
2,1,2,0,0,1,6,"NO"
2,1,4,1,1,6,6,"NO"
95,2,111,3,48,378,314,"NO"
2,1,3,0,7,1,6,"YES"
22,4,45,0,14,36,77,"NO"
18,7,26,0,2,28,56,"NO"
6,5,17,0,4,6,25,"NO"
107,1,181,0,14,465,356,"NO"
39,1,88,0,12,21,200,"NO"
6,2,25,0,7,6,38,"NO"
10,2,11,0,4,3,37,"YES"
2,1,3,0,0,1,6,"NO"
41,1,45,0,2,820,145,"NO"
58,4,46,0,8,55,154,"YES"
124,2,178,0,26,1770,402,"NO"
138,4,139,0,25,210,431,"YES"
29,3,77,0,18,28,149,"YES"
468,1,794,0,44,1326,2116,"YES"
82,4,151,0,10,561,303,"NO"
63,1,108,0,16,120,329,"YES"
40,3,73,0,10,171,156,"NO"
7,1,12,0,2,6,28,"NO"
45,1,15,0,4,3,311,"NO"
37,5,22,2,17,45,115,"YES"
6,7,9,1,3,10,23,"NO"
22,1,22,0,0,231,66,"NO"
155,1,138,0,31,91,648,"YES"
16,3,25,3,4,55,57,"NO"
43,3,88,0,9,210,170,"NO"
55,1,53,2,14,28,246,"NO"
10,2,13,0,5,15,37,"NO"
13,1,19,1,4,45,44,"NO"
11,8,19,0,5,28,44,"NO"
22,3,29,1,7,6,95,"NO"
17,4,24,3,5,6,49,"YES"
1,2,1,1,2,0,4,"NO"
6,6,17,0,5,6,27,"NO"
38,1,59,0,3,91,142,"YES"
44,2,60,2,8,171,233,"NO"
9,5,13,2,7,45,34,"NO"
25,2,39,0,9,78,92,"NO"
8,3,8,0,4,6,27,"NO"
36,1,23,0,2,36,94,"NO"
1,4,1,0,1,0,3,"YES"
102,2,74,0,13,136,409,"NO"
64,4,56,1,8,66,180,"YES"
29,1,77,0,14,210,195,"NO"
7,3,14,0,8,6,54,"YES"
77,4,89,1,20,105,221,"NO"
117,4,101,1,25,253,333,"YES"
4,1,2,0,1,1,12,"NO"
1,1,2,1,1,1,3,"NO"
3,5,3,3,0,3,12,"NO"
8,3,16,0,3,6,32,"NO"
67,2,105,0,24,55,316,"NO"
41,1,78,0,8,190,128,"NO"
3,2,5,0,3,3,10,"NO"
17,4,27,0,12,15,59,"NO"
20,1,39,0,2,120,78,"NO"
1,1,1,0,2,0,3,"NO"
33,1,25,0,9,6,153,"YES"
34,1,38,9,11,300,111,"NO"
3,1,9,0,7,1,11,"NO"
276,1,294,0,20,496,1117,"NO"
9,3,13,0,3,21,32,"NO"
25,4,40,0,9,78,101,"YES"
5,3,6,0,3,3,22,"NO"
13,2,14,0,4,66,40,"NO"
139,3,81,0,13,231,468,"NO"
1,4,5,0,3,0,10,"NO"
30,1,20,3,2,91,79,"NO"
1,2,1,0,2,0,3,"NO"
15,6,24,0,6,3,59,"NO"
