"wmc","dit","rfc","noc","cbo","lcom","loc","isBug"
7,1,18,0,5,15,46,"NO"
69,1,119,0,13,105,313,"YES"
8,1,31,0,4,6,122,"NO"
6,1,8,0,3,15,19,"NO"
7,3,7,0,5,3,19,"NO"
2,1,3,0,2,1,9,"NO"
89,1,206,0,34,703,464,"YES"
1,1,1,0,0,0,3,"NO"
11,1,26,1,8,10,56,"NO"
10,1,2,0,1,0,11,"NO"
6,1,8,0,2,3,24,"NO"
3,1,3,0,1,1,9,"NO"
14,1,30,2,13,45,49,"NO"
33,3,70,0,11,36,137,"NO"
48,1,25,0,3,36,157,"NO"
33,1,77,0,19,190,257,"NO"
18,3,17,0,2,28,49,"NO"
14,1,30,0,11,10,58,"NO"
222,2,851,0,65,780,1090,"NO"
4,1,11,0,2,1,19,"NO"
7,4,7,0,22,21,21,"NO"
12,1,37,0,12,21,70,"NO"
9,2,23,2,10,28,47,"NO"
3,1,23,0,11,3,60,"NO"
3,1,4,0,2,3,10,"NO"
25,1,43,0,3,55,124,"NO"
1,1,2,0,0,0,3,"NO"
3,2,5,0,2,6,9,"NO"
4,2,21,0,4,1,54,"NO"
11,1,32,2,4,21,50,"NO"
8,2,12,0,5,28,29,"NO"
4,1,9,0,2,0,17,"NO"
3,2,5,0,1,6,9,"NO"
12,1,12,0,3,66,35,"NO"
8,1,14,0,2,21,38,"NO"
2,2,7,0,3,1,12,"NO"
5,1,14,0,4,10,27,"NO"
7,4,10,0,5,10,26,"YES"
41,1,79,0,9,10,201,"NO"
8,2,12,0,2,3,64,"NO"
13,1,15,2,52,36,45,"NO"
3,2,9,0,2,0,13,"NO"
14,1,12,0,1,15,45,"NO"
0,1,6,4,7,15,0,"NO"
1,2,2,0,0,0,5,"NO"
2,1,3,0,2,1,9,"NO"
6,2,13,3,4,6,37,"NO"
1,3,3,0,1,0,3,"NO"
6,1,7,0,0,10,37,"NO"
71,1,147,6,26,351,270,"YES"
16,1,34,0,6,15,75,"NO"
4,1,10,0,7,1,68,"YES"
27,1,24,0,8,21,76,"YES"
6,3,22,0,7,6,39,"YES"
32,1,28,0,4,66,70,"NO"
12,1,27,0,6,10,89,"NO"
14,1,17,0,4,6,49,"NO"
6,1,12,0,3,6,29,"NO"
8,1,24,1,9,10,55,"NO"
68,1,121,0,10,406,556,"NO"
2,1,8,1,3,1,8,"NO"
3,2,4,0,3,1,9,"NO"
8,1,14,0,7,3,30,"NO"
4,1,12,0,5,3,20,"NO"
7,1,13,3,7,36,22,"NO"
1,1,5,0,1,1,3,"NO"
2,1,2,0,2,1,6,"NO"
24,1,119,0,49,45,194,"YES"
4,2,5,0,1,6,12,"NO"
10,1,10,0,0,45,30,"NO"
11,1,41,0,15,45,107,"NO"
45,1,80,0,16,91,159,"YES"
2,1,3,0,2,1,9,"YES"
10,2,12,0,5,21,29,"NO"
93,2,255,0,36,435,457,"NO"
7,4,14,2,5,36,24,"NO"
8,1,23,1,15,6,41,"NO"
16,3,28,0,9,6,66,"NO"
9,1,14,0,2,28,29,"NO"
10,1,19,0,5,6,41,"NO"
3,5,3,0,3,3,9,"NO"
5,1,8,0,2,10,15,"NO"
2,1,2,0,1,1,6,"NO"
14,1,44,0,19,10,86,"NO"
26,1,29,1,8,325,83,"NO"
166,2,159,0,10,1035,288,"NO"
2,1,7,0,2,1,26,"NO"
6,2,18,0,7,0,41,"NO"
11,1,15,0,112,55,41,"NO"
17,1,47,0,8,28,92,"NO"
4,2,5,0,2,6,12,"NO"
25,3,32,0,7,15,88,"NO"
4,2,23,0,4,6,40,"NO"
3,2,11,0,4,3,31,"NO"
18,3,61,0,44,66,120,"YES"
21,1,37,0,11,15,77,"NO"
21,1,19,7,20,45,60,"NO"
4,1,6,0,1,3,16,"NO"
2,1,3,0,1,1,6,"NO"
40,1,81,0,5,153,166,"NO"
0,1,2,1,2,1,0,"NO"
6,1,6,0,3,1,9,"NO"
3,2,8,0,1,1,26,"NO"
9,1,26,3,7,21,61,"NO"
3,2,5,0,2,6,9,"NO"
21,1,51,0,7,55,149,"NO"
24,1,30,0,4,28,102,"NO"
13,2,31,0,6,6,56,"YES"
6,1,16,0,110,15,18,"NO"
11,2,36,0,22,36,74,"NO"
3,2,5,0,2,6,9,"NO"
25,1,21,0,5,10,68,"YES"
2,1,12,0,7,1,27,"NO"
10,2,14,0,5,28,43,"NO"
1,1,2,0,0,0,3,"NO"
12,1,14,1,2,15,47,"NO"
14,1,14,0,10,66,45,"NO"
4,4,5,0,4,6,14,"NO"
4,2,5,1,3,6,13,"NO"
22,1,53,0,7,66,157,"NO"
0,1,1,0,1,0,0,"NO"
2,1,3,0,2,1,6,"NO"
3,1,13,0,6,1,44,"NO"
4,1,5,0,6,6,13,"NO"
8,1,19,0,8,6,37,"YES"
4,2,9,0,1,10,12,"NO"
2,2,2,0,1,0,5,"NO"
5,1,11,0,1,10,53,"NO"
9,1,19,0,4,10,65,"NO"
106,2,271,1,15,861,407,"NO"
6,1,7,0,1,15,19,"NO"
19,2,40,0,1,171,92,"NO"
4,1,10,0,1,6,15,"NO"
5,1,22,0,6,6,78,"NO"
15,1,29,0,13,28,51,"NO"
14,1,31,0,9,66,112,"NO"
5,4,6,0,3,10,15,"NO"
14,2,21,0,4,15,187,"YES"
6,2,16,5,8,3,29,"NO"
6,2,21,0,4,3,60,"NO"
4,1,8,0,2,6,18,"NO"
20,1,83,0,16,78,144,"NO"
7,1,9,0,2,15,20,"NO"
75,2,196,0,14,66,223,"YES"
2,2,7,0,3,1,9,"NO"
87,1,191,0,35,990,480,"NO"
12,1,30,0,11,15,56,"YES"
66,2,175,0,33,351,400,"YES"
3,1,13,0,7,3,17,"NO"
3,2,26,0,4,10,19,"NO"
34,2,59,0,9,45,188,"NO"
9,1,37,1,12,6,59,"NO"
8,1,25,0,3,15,36,"NO"
0,1,0,0,0,0,0,"NO"
1,3,3,0,2,1,3,"NO"
28,2,98,0,13,66,225,"YES"
1,1,2,0,0,0,3,"NO"
2,1,3,0,0,3,6,"NO"
21,3,42,0,10,15,72,"NO"
6,1,12,0,3,6,26,"NO"
2,1,3,0,3,1,9,"YES"
7,2,15,0,7,15,25,"NO"
23,1,48,0,27,91,81,"NO"
11,1,15,13,6,10,36,"NO"
22,2,47,0,10,66,117,"YES"
27,2,94,0,13,105,160,"NO"
1,1,2,0,0,0,3,"NO"
8,1,17,0,4,6,43,"NO"
3,2,5,0,1,6,9,"NO"
21,1,71,0,8,28,213,"NO"
11,2,23,0,4,36,43,"NO"
11,1,25,0,15,28,41,"YES"
10,1,45,0,14,6,78,"NO"
16,1,40,0,6,21,114,"NO"
5,2,8,0,1,3,17,"NO"
27,1,46,0,10,21,91,"NO"
3,2,5,0,2,6,12,"NO"
36,2,104,0,23,55,214,"YES"
1,1,1,0,0,0,4,"NO"
12,2,12,0,1,21,40,"NO"
15,3,38,0,9,10,51,"NO"
11,1,25,0,11,6,57,"NO"
8,1,11,0,16,21,27,"NO"
9,1,23,0,7,21,34,"NO"
1,1,2,0,0,0,3,"NO"
30,2,100,0,22,28,152,"YES"
33,1,49,2,26,91,87,"NO"
17,1,27,0,6,6,65,"NO"
101,1,135,0,28,325,602,"NO"
9,2,7,0,2,6,20,"NO"
13,1,24,0,9,6,77,"YES"
18,1,58,0,17,55,226,"NO"
7,3,7,0,4,3,19,"NO"
3,1,14,0,4,1,21,"NO"
2,2,14,0,6,3,21,"NO"
106,1,190,0,231,1770,336,"YES"
1,2,1,0,0,0,3,"NO"
9,1,9,0,3,15,30,"NO"
12,1,10,3,3,21,40,"NO"
130,1,248,0,21,66,523,"YES"
1,2,2,0,2,0,3,"NO"
2,1,4,0,2,0,12,"NO"
7,1,7,0,2,21,26,"NO"
16,1,16,0,11,91,51,"NO"
8,1,16,0,10,10,25,"YES"
5,1,13,0,3,15,24,"NO"
8,1,12,0,2,1,24,"NO"
7,3,9,0,1,15,43,"NO"
7,1,11,0,0,15,41,"NO"
4,1,9,0,3,3,24,"NO"
30,1,122,0,22,210,301,"YES"
35,1,44,0,7,21,96,"NO"
2,1,6,0,5,1,8,"NO"
15,1,19,4,7,15,41,"NO"
13,1,12,0,3,3,42,"NO"
5,2,3,0,1,0,14,"NO"
84,1,142,0,15,120,456,"NO"
9,1,16,0,2,15,32,"NO"
32,1,81,0,10,253,130,"NO"
3,1,7,0,2,1,11,"NO"
3,1,4,0,1,3,9,"NO"
4,2,5,0,6,10,12,"NO"
17,1,20,0,10,153,52,"NO"
17,2,62,0,15,36,189,"NO"
13,1,32,0,14,3,64,"NO"
14,1,25,1,7,6,50,"NO"
3,1,6,0,1,3,10,"NO"
4,1,7,0,1,0,14,"YES"
1,2,3,0,2,1,3,"NO"
28,2,67,0,12,36,124,"YES"
49,1,67,0,13,136,153,"NO"
2,1,2,0,2,1,6,"NO"
1,1,1,0,0,0,4,"NO"
9,2,15,1,6,15,25,"NO"
1,1,3,0,2,0,3,"NO"
15,1,33,4,6,28,74,"NO"
0,1,0,0,0,0,0,"NO"
5,2,6,0,4,3,17,"NO"
13,3,20,0,8,6,42,"NO"
1,1,2,0,0,0,3,"NO"
7,1,8,0,1,3,23,"NO"
10,1,24,0,2,36,111,"NO"
21,1,91,0,10,45,152,"NO"
13,1,26,0,12,45,51,"NO"
2,1,3,0,2,1,9,"NO"
9,2,16,0,6,15,26,"NO"
2,2,2,0,0,1,6,"NO"
34,1,129,0,11,45,307,"NO"
39,1,106,0,28,435,194,"NO"
5,1,9,2,3,1,21,"NO"
20,1,28,0,10,21,70,"NO"
5,2,11,37,44,21,15,"NO"
7,1,12,0,2,15,40,"NO"
1,1,1,0,0,0,2,"NO"
108,1,259,0,40,105,461,"YES"
42,3,97,0,20,91,199,"YES"
1,2,1,0,3,0,3,"NO"
4,2,6,0,4,1,9,"NO"
10,1,21,0,10,21,39,"NO"
3,2,3,2,3,3,10,"NO"
6,1,7,0,3,1,32,"NO"
1,1,2,0,0,0,3,"NO"
2,3,11,1,4,1,9,"NO"
85,2,230,0,47,406,417,"NO"
11,1,14,0,0,21,31,"YES"
1,2,1,0,0,0,3,"NO"
8,1,2,0,1,1,17,"NO"
2,1,3,0,3,1,9,"YES"
2,1,3,1,1,3,6,"NO"
136,2,398,0,1,946,1831,"NO"
4,2,8,0,1,0,13,"YES"
2,1,2,0,2,1,7,"NO"
9,2,18,1,5,21,44,"NO"
4,1,6,0,6,10,12,"NO"
3,1,3,0,2,3,10,"NO"
8,3,33,0,15,10,61,"YES"
175,3,369,2,34,1770,611,"YES"
7,3,20,0,10,3,32,"NO"
1,1,2,0,0,0,3,"NO"
2,1,12,0,8,1,16,"NO"
2,1,25,0,10,0,32,"NO"
6,1,15,0,7,3,28,"YES"
4,1,7,0,0,6,9,"NO"
15,1,35,0,13,15,62,"NO"
12,1,19,0,7,15,44,"NO"
2,1,11,1,7,21,6,"NO"
11,3,10,0,1,15,38,"NO"
2,1,3,0,2,1,9,"NO"
6,1,9,0,2,3,22,"NO"
14,1,14,0,2,91,41,"NO"
1,3,1,1,1,0,3,"NO"
8,1,32,0,5,21,42,"NO"
2,2,1,0,1,0,3,"NO"
22,1,37,3,17,66,76,"NO"
12,1,26,0,4,1,55,"NO"
29,2,99,0,17,55,225,"YES"
18,1,36,0,2,120,132,"NO"
6,2,15,0,4,1,23,"NO"
3,2,5,0,2,6,9,"NO"
22,1,23,0,3,15,100,"NO"
22,2,46,0,11,28,98,"NO"
3,2,5,0,2,6,10,"NO"
2,2,5,0,4,1,8,"NO"
147,3,330,6,30,2485,1144,"NO"
3,2,5,0,2,6,9,"NO"
7,1,8,0,4,21,23,"NO"
1,1,4,0,1,0,9,"NO"
3,2,4,0,1,3,9,"NO"
8,3,17,0,9,6,20,"NO"
8,2,16,0,3,3,20,"NO"
20,3,38,0,8,36,74,"NO"
4,1,5,0,1,6,11,"NO"
74,2,167,0,26,703,308,"NO"
117,2,344,0,43,1275,707,"YES"
11,1,11,8,31,55,36,"NO"
2,1,3,0,3,1,6,"NO"
8,3,20,0,6,6,33,"NO"
11,1,17,0,3,28,39,"NO"
4,2,9,0,3,6,14,"YES"
1,1,2,0,0,0,3,"NO"
41,1,65,0,7,435,148,"NO"
11,1,8,2,2,15,37,"NO"
14,1,42,0,18,10,104,"NO"
29,2,68,0,19,105,117,"NO"
21,1,51,0,15,36,129,"NO"
9,1,8,0,2,6,33,"NO"
67,1,58,0,2,231,125,"NO"
10,3,19,0,9,6,31,"NO"
2,2,3,0,1,1,6,"NO"
18,2,17,8,14,28,49,"NO"
4,1,8,5,0,28,15,"NO"
49,1,49,0,1,325,125,"NO"
1,1,2,0,0,0,3,"NO"
1,3,4,0,3,1,3,"NO"
23,3,56,0,28,153,103,"NO"
12,1,12,0,14,66,35,"NO"
2,1,6,1,0,15,6,"NO"
24,2,42,0,9,36,77,"NO"
1,1,2,0,1,0,8,"NO"
0,1,7,9,11,21,0,"NO"
3,1,4,0,1,3,11,"NO"
12,1,27,0,2,3,50,"NO"
34,3,63,0,11,231,131,"NO"
51,1,147,0,74,300,274,"NO"
4,1,2,0,2,1,3,"NO"
4,1,17,0,4,0,33,"NO"
8,1,13,0,4,1,23,"NO"
7,1,7,0,1,10,25,"NO"
21,1,5,0,0,1,40,"NO"
2,1,5,0,0,3,8,"NO"
22,1,54,0,6,91,102,"NO"
16,1,41,1,8,105,144,"YES"
8,1,31,0,7,10,58,"NO"
10,1,13,4,4,45,32,"NO"
1,1,2,0,0,0,3,"NO"
5,1,12,0,4,10,16,"NO"
10,1,34,0,5,6,98,"NO"
18,2,44,0,14,66,63,"NO"
37,1,93,0,20,66,207,"NO"
2,1,13,0,2,1,43,"NO"
7,2,17,0,5,21,26,"NO"
31,1,48,0,4,210,132,"YES"
3,2,18,0,11,1,39,"NO"
3,1,9,0,3,1,15,"NO"
16,3,32,0,8,6,65,"NO"
15,2,27,0,6,10,64,"NO"
7,2,21,0,3,15,35,"NO"
15,1,24,0,4,45,54,"NO"
83,2,123,0,1,861,255,"NO"
15,1,27,0,6,6,55,"NO"
3,1,4,0,5,3,12,"NO"
1,2,1,0,0,0,3,"YES"
4,1,19,1,6,6,22,"NO"
4,1,5,0,0,10,12,"NO"
9,1,26,0,7,21,30,"NO"
5,1,8,0,1,10,19,"NO"
3,1,14,0,7,3,29,"NO"
4,1,11,0,2,0,21,"NO"
6,2,10,1,3,15,22,"NO"
24,1,41,15,28,171,88,"YES"
1,1,2,0,0,0,3,"NO"
6,1,11,0,5,6,20,"NO"
41,1,78,0,12,171,154,"NO"
123,3,203,0,16,780,452,"YES"
12,1,5,0,1,6,56,"NO"
42,1,75,0,15,136,419,"NO"
1,2,1,1,0,0,3,"NO"
7,1,16,0,3,1,36,"NO"
27,2,69,0,6,153,179,"YES"
12,1,16,0,1,6,38,"NO"
2,1,3,0,5,1,9,"NO"
6,2,8,0,2,6,18,"NO"
1,1,6,49,3,6,7,"NO"
5,1,12,0,2,6,20,"YES"
13,2,66,0,9,3,120,"NO"
1,1,2,0,0,0,3,"NO"
7,1,15,0,4,10,27,"NO"
18,2,39,0,8,10,83,"YES"
1,1,1,0,1,0,3,"NO"
31,1,56,0,2,66,114,"NO"
18,2,15,0,2,36,51,"NO"
3,2,3,0,6,3,12,"NO"
7,2,7,0,5,21,24,"NO"
44,2,169,0,26,153,350,"YES"
19,3,26,0,9,15,74,"NO"
1,1,2,0,0,0,3,"NO"
5,2,10,0,2,6,23,"NO"
94,1,368,0,32,276,569,"YES"
2,2,3,0,3,3,6,"NO"
17,1,12,0,2,66,46,"NO"
4,2,8,0,2,1,27,"NO"
39,1,46,0,12,300,118,"NO"
28,1,27,0,5,45,65,"NO"
23,2,25,0,6,253,73,"YES"
12,2,24,0,5,21,43,"NO"
4,1,11,0,2,6,44,"NO"
31,2,60,0,9,253,101,"NO"
4,1,5,0,1,1,81,"NO"
6,2,10,1,4,15,23,"NO"
52,1,135,0,13,561,206,"NO"
34,2,93,0,20,171,295,"NO"
8,1,20,0,6,21,64,"NO"
13,1,12,0,5,21,40,"NO"
12,1,12,0,3,66,36,"NO"
45,1,128,0,31,45,213,"YES"
3,2,5,0,2,0,7,"NO"
6,1,25,0,9,0,34,"NO"
1,1,2,0,0,0,3,"NO"
24,2,22,0,6,15,79,"NO"
6,1,10,0,2,15,19,"NO"
4,2,10,0,4,3,16,"NO"
10,1,20,0,15,10,27,"NO"
1,1,2,0,0,0,3,"NO"
33,2,91,2,13,153,224,"YES"
1,1,2,0,0,0,3,"NO"
32,2,49,0,10,66,147,"NO"
5,1,12,0,4,1,31,"YES"
2,1,4,0,0,1,29,"NO"
14,2,45,0,12,10,70,"NO"
7,1,13,0,5,21,26,"NO"
16,1,13,5,4,6,40,"NO"
6,1,9,3,1,21,24,"NO"
3,2,5,0,2,6,9,"NO"
2,1,3,0,2,1,9,"NO"
1,1,2,0,0,0,3,"NO"
2,1,6,4,0,1,13,"NO"
3,1,5,0,1,0,10,"NO"
61,1,133,1,50,1225,197,"NO"
7,1,8,0,8,21,27,"NO"
13,1,44,1,17,10,132,"NO"
12,2,12,0,1,21,40,"NO"
13,1,15,0,6,6,47,"NO"
54,1,84,1,33,435,209,"YES"
15,1,29,0,2,15,78,"NO"
10,1,36,0,13,21,61,"YES"
0,1,2,3,2,1,0,"NO"
5,2,25,0,7,10,33,"NO"
2,1,3,0,4,1,9,"YES"
11,2,27,0,9,28,54,"NO"
98,3,169,2,21,496,412,"YES"
2,1,3,0,3,1,9,"NO"
7,1,8,0,1,1,18,"NO"
3,1,9,0,5,6,9,"NO"
1,1,2,0,0,0,8,"NO"
19,1,22,0,5,1,37,"NO"
16,1,51,0,10,91,134,"YES"
2,1,3,0,5,1,9,"YES"
4,1,6,0,1,6,15,"NO"
29,1,38,0,12,10,90,"NO"
30,1,31,0,6,351,99,"NO"
6,1,20,0,5,15,24,"NO"
3,2,2,0,1,0,5,"NO"
0,1,4,1,2,6,0,"NO"
30,1,60,0,16,45,127,"NO"
81,1,182,1,4,66,555,"NO"
24,4,86,0,11,91,265,"NO"
3,2,5,0,2,6,9,"NO"
9,2,10,0,2,21,27,"NO"
56,2,105,0,8,66,258,"NO"
1,1,2,0,0,0,3,"YES"
14,1,24,0,1,6,54,"NO"
6,1,7,0,3,6,19,"YES"
4,2,17,0,5,1,49,"NO"
22,1,37,0,11,15,67,"YES"
0,1,4,4,7,6,0,"NO"
13,1,20,0,6,15,55,"NO"
25,1,22,0,3,45,59,"NO"
6,2,9,0,5,6,18,"NO"
27,1,28,0,6,21,105,"NO"
7,1,19,0,3,6,34,"NO"
199,1,470,0,97,2211,1115,"YES"
26,1,53,0,10,36,91,"NO"
13,2,23,0,4,78,47,"NO"
6,1,10,0,4,1,16,"NO"
7,1,32,0,4,6,73,"YES"
2,1,3,0,2,1,9,"YES"
21,2,22,2,7,21,64,"NO"
7,2,16,0,1,1,40,"NO"
3,2,5,0,2,6,9,"NO"
5,3,21,0,10,6,46,"YES"
0,1,1,4,1,0,0,"NO"
3,2,5,0,2,6,9,"NO"
11,1,18,0,6,55,35,"NO"
8,1,19,0,3,6,35,"NO"
4,1,8,0,1,0,36,"NO"
0,1,0,0,0,0,0,"NO"
19,1,31,4,8,91,63,"NO"
2,2,3,0,1,1,6,"NO"
3,2,4,0,3,3,9,"NO"
9,1,25,0,8,21,87,"NO"
2,1,3,1,1,3,5,"NO"
3,2,5,0,2,6,9,"NO"
6,1,7,0,3,15,19,"NO"
2,1,3,0,1,1,11,"NO"
10,1,68,0,12,36,134,"YES"
28,1,59,0,19,28,117,"YES"
7,3,12,3,5,21,23,"NO"
2,2,1,0,0,0,3,"NO"
1,2,2,0,0,0,3,"NO"
3,1,8,0,1,0,20,"NO"
9,5,17,0,4,15,36,"NO"
2,1,3,0,3,1,6,"NO"
1,1,2,0,0,0,3,"NO"
1,2,4,0,2,0,3,"NO"
10,1,14,0,5,45,39,"NO"
41,1,78,3,14,171,154,"YES"
26,1,60,0,29,91,108,"NO"
4,1,8,0,1,6,18,"YES"
22,2,31,0,5,78,66,"NO"
1,1,1,5,6,0,3,"NO"
9,3,9,0,4,6,34,"NO"
7,4,5,0,2,6,23,"NO"
9,1,27,0,7,6,75,"NO"
2,1,3,0,2,1,9,"YES"
1,1,1,0,0,0,3,"NO"
1,3,1,3,0,0,3,"NO"
0,2,0,0,0,0,0,"NO"
12,2,29,0,7,21,50,"YES"
14,2,27,0,4,21,67,"YES"
86,4,144,0,12,1891,303,"NO"
4,1,6,0,1,6,13,"YES"
4,1,4,0,2,6,14,"NO"
3,1,8,0,8,0,12,"NO"
8,1,21,0,6,3,37,"NO"
22,1,39,0,3,36,104,"NO"
14,1,41,0,10,15,89,"YES"
3,2,4,0,4,3,9,"NO"
1,1,1,0,0,0,3,"NO"
1,1,2,0,0,0,3,"NO"
7,1,9,0,2,21,22,"NO"
2,2,34,1,11,0,71,"YES"
9,1,14,0,4,6,21,"NO"
17,2,24,0,8,55,55,"NO"
1,1,2,0,1,0,4,"NO"
5,1,8,0,3,1,18,"NO"
22,3,45,0,11,136,110,"NO"
21,1,66,0,11,45,263,"NO"
11,2,22,0,6,36,46,"YES"
1,1,2,0,0,0,3,"NO"
16,1,16,0,1,15,51,"NO"
16,3,52,0,8,21,77,"NO"
19,1,17,0,4,21,61,"NO"
2,1,4,0,1,1,8,"NO"
1,1,2,0,1,0,6,"NO"
3,2,5,0,1,6,9,"NO"
25,1,54,0,7,78,101,"YES"
40,2,75,0,6,21,120,"NO"
15,1,29,0,3,28,90,"NO"
29,1,18,0,2,21,54,"NO"
36,2,71,1,17,190,172,"NO"
4,1,6,0,1,6,15,"NO"
0,1,0,0,0,0,0,"NO"
0,1,1,0,1,0,0,"NO"
13,3,27,0,9,6,57,"YES"
2,1,22,0,11,0,42,"NO"
111,1,302,0,56,1540,560,"NO"
0,1,1,2,1,0,0,"NO"
4,1,8,0,4,1,18,"NO"
1,1,2,0,0,0,3,"NO"
4,1,8,0,2,1,21,"NO"
7,1,16,0,4,15,36,"NO"
3,2,5,0,2,6,9,"YES"
1,2,1,0,3,0,3,"NO"
29,1,29,0,1,55,105,"NO"
8,1,19,0,3,6,37,"NO"
14,2,23,0,11,55,47,"NO"
4,1,10,0,3,3,31,"NO"
5,1,10,0,6,0,20,"NO"
18,1,44,2,16,45,123,"NO"
17,2,71,0,22,10,106,"NO"
5,2,18,1,10,6,19,"YES"
7,1,5,10,0,3,12,"YES"
90,3,116,0,8,741,427,"NO"
38,2,51,0,15,666,146,"NO"
5,1,8,0,5,6,17,"NO"
4,4,4,0,1,6,12,"NO"
16,2,17,0,4,136,48,"NO"
1,1,2,0,0,0,3,"NO"
7,1,11,0,4,3,30,"NO"
11,1,22,0,7,6,40,"NO"
2,2,5,0,4,1,8,"NO"
24,2,35,0,9,10,92,"NO"
24,1,43,0,6,55,79,"NO"
17,1,40,0,17,55,84,"NO"
1,1,2,0,0,0,3,"NO"
3,1,5,0,3,1,9,"NO"
21,1,45,0,5,36,92,"NO"
11,1,24,0,8,10,49,"YES"
9,1,25,0,3,21,55,"NO"
2,2,5,0,3,1,8,"NO"
20,1,22,0,8,91,64,"NO"
1,1,2,0,0,0,3,"NO"
9,1,22,1,3,45,39,"NO"
2,3,4,0,3,1,6,"NO"
4,1,6,0,1,3,16,"NO"
11,3,20,0,9,6,39,"NO"
6,1,11,0,1,15,79,"NO"
1,3,2,0,1,0,3,"NO"
22,1,36,0,7,66,106,"NO"
3,4,6,0,1,1,13,"NO"
24,1,26,1,21,210,75,"NO"
1,1,2,0,0,0,3,"NO"
10,1,28,0,7,28,41,"NO"
16,1,68,0,6,55,326,"NO"
38,1,12,0,1,55,33,"NO"
10,2,17,0,9,10,37,"NO"
4,1,5,0,1,0,13,"NO"
31,1,77,0,15,66,164,"YES"
4,1,11,0,1,0,33,"NO"
1,2,1,0,3,0,3,"NO"
10,1,20,0,3,36,32,"NO"
9,1,11,0,0,10,32,"NO"
2,1,6,0,2,1,11,"NO"
0,1,5,1,5,10,0,"NO"
2,1,4,0,2,1,8,"NO"
27,1,37,0,7,78,114,"YES"
25,1,55,0,11,21,105,"NO"
6,1,6,0,12,15,17,"NO"
3,2,5,0,2,6,9,"NO"
2,1,3,0,3,1,7,"NO"
6,1,14,0,2,15,18,"NO"
40,1,75,0,20,15,173,"NO"
53,1,59,0,18,21,164,"NO"
10,1,17,0,1,21,53,"NO"
37,2,74,0,18,210,152,"YES"
22,2,51,11,32,78,87,"NO"
17,2,34,0,7,45,80,"NO"
37,1,42,0,7,36,192,"NO"
3,1,9,0,2,1,11,"NO"
8,1,11,0,1,6,19,"NO"
9,2,29,0,7,10,66,"NO"
0,1,4,1,3,6,0,"NO"
22,1,35,0,4,66,116,"NO"
32,2,29,0,2,66,70,"NO"
76,2,84,0,9,630,186,"NO"
7,1,26,0,6,6,98,"NO"
2,1,10,0,3,1,15,"NO"
28,1,53,15,40,253,84,"NO"
10,1,32,0,3,36,81,"NO"
2,1,2,0,2,1,6,"NO"
2,2,7,0,4,3,14,"NO"
20,1,30,0,13,78,149,"NO"
14,1,65,2,14,66,190,"NO"
13,1,39,0,4,55,115,"NO"
127,2,381,4,79,1711,829,"YES"
0,1,1,1,3,0,0,"NO"
6,1,6,19,2,10,16,"NO"
5,1,25,0,7,6,99,"NO"
2,1,3,0,3,1,9,"YES"
2,1,9,0,2,3,21,"NO"
