"wmc","dit","rfc","noc","cbo","lcom","loc","isBug"
143,2,362,0,39,351,613,"YES"
3,1,4,0,0,3,10,"NO"
47,4,91,0,17,136,166,"NO"
21,5,56,0,15,78,100,"NO"
10,2,21,0,9,6,37,"NO"
24,3,68,0,14,91,121,"NO"
95,4,124,1,25,300,259,"NO"
20,5,32,0,3,45,66,"NO"
3,5,7,1,7,3,9,"NO"
5,2,18,0,8,10,28,"NO"
14,1,33,0,6,15,50,"NO"
16,5,42,0,12,55,136,"NO"
1,1,4,0,1,0,5,"NO"
3,1,8,0,1,1,20,"NO"
13,2,46,0,16,6,79,"NO"
20,2,39,0,12,28,81,"NO"
19,1,18,0,1,28,37,"NO"
35,1,69,0,12,55,132,"YES"
11,1,24,0,3,28,33,"NO"
12,5,24,2,16,21,44,"NO"
15,2,29,0,5,45,109,"NO"
4,2,14,0,6,6,24,"NO"
71,1,165,0,21,276,270,"YES"
8,1,10,2,12,21,23,"NO"
8,5,12,0,8,15,27,"NO"
22,6,28,2,12,105,64,"NO"
62,1,110,0,14,595,374,"NO"
30,1,66,0,12,36,88,"NO"
56,4,140,0,19,630,279,"NO"
17,3,50,4,8,190,78,"NO"
68,1,129,11,26,406,230,"NO"
25,5,41,0,13,91,96,"NO"
4,2,16,0,11,1,19,"NO"
24,2,49,0,5,66,140,"YES"
10,3,22,2,4,55,36,"NO"
8,1,20,2,9,6,41,"YES"
12,1,23,0,6,6,43,"NO"
5,3,9,0,3,6,16,"NO"
29,1,84,0,19,55,149,"NO"
36,5,61,0,16,105,113,"NO"
8,5,14,0,3,28,30,"NO"
27,4,42,5,17,190,82,"NO"
35,3,38,0,5,10,91,"NO"
6,1,9,2,5,36,18,"NO"
9,3,18,0,6,21,45,"NO"
6,1,10,3,6,6,26,"NO"
38,1,60,0,9,78,138,"NO"
7,1,8,9,9,15,21,"NO"
60,2,72,0,18,28,174,"NO"
41,3,67,0,4,190,142,"NO"
136,5,237,2,48,1176,484,"NO"
70,2,105,3,24,351,201,"NO"
6,1,16,0,6,10,25,"NO"
41,1,104,0,9,171,281,"YES"
20,4,39,0,27,6,60,"NO"
8,6,20,0,9,10,27,"NO"
153,5,345,0,48,1225,681,"NO"
4,5,5,0,1,10,10,"NO"
7,3,13,2,5,21,25,"NO"
21,4,45,2,5,55,65,"NO"
2,1,5,0,3,1,9,"NO"
2,1,6,0,4,1,11,"NO"
12,1,21,1,8,10,30,"NO"
8,1,13,0,3,6,23,"NO"
3,3,8,0,2,3,14,"NO"
13,2,26,1,4,55,53,"NO"
3,2,23,0,10,3,34,"NO"
21,1,44,0,7,15,76,"NO"
10,1,19,0,10,45,30,"NO"
4,2,5,0,6,6,14,"NO"
3,2,6,0,2,3,11,"NO"
17,1,25,0,1,0,52,"NO"
9,3,11,0,4,6,18,"NO"
10,2,17,0,9,10,32,"NO"
2,6,5,0,2,1,7,"NO"
23,1,40,0,50,78,66,"YES"
1,4,1,0,1,0,3,"NO"
4,1,9,0,3,3,15,"NO"
4,1,19,0,5,6,29,"NO"
8,1,21,0,9,15,31,"NO"
20,2,33,2,9,28,78,"NO"
44,4,91,2,12,45,130,"NO"
10,1,11,0,4,6,39,"NO"
25,3,46,0,12,45,79,"NO"
1,3,2,0,1,0,3,"NO"
56,3,136,0,16,325,204,"YES"
67,1,150,0,19,276,320,"YES"
5,1,9,0,4,6,36,"NO"
42,1,70,0,43,45,196,"YES"
10,3,11,0,4,55,30,"NO"
23,1,83,2,20,28,132,"NO"
23,1,32,0,3,45,89,"NO"
6,1,6,0,1,1,22,"NO"
5,1,16,0,3,3,41,"NO"
9,6,17,2,2,36,27,"NO"
5,1,11,0,11,6,17,"NO"
12,1,17,2,3,66,34,"YES"
81,1,65,0,5,36,257,"NO"
168,1,305,0,24,666,644,"NO"
3,8,7,1,11,3,11,"NO"
28,1,65,0,18,66,153,"NO"
3,1,4,0,0,1,10,"NO"
11,3,19,0,9,15,34,"NO"
9,3,25,0,8,21,33,"NO"
69,2,119,1,7,153,245,"NO"
9,1,12,0,3,10,39,"NO"
27,4,52,0,16,105,103,"NO"
45,3,82,0,9,21,124,"NO"
61,2,95,2,34,210,181,"NO"
3,3,5,0,4,1,14,"NO"
10,1,22,2,8,10,43,"NO"
4,2,12,0,4,6,30,"NO"
158,5,291,0,38,666,627,"NO"
24,1,42,0,5,45,80,"NO"
11,2,26,1,4,55,49,"NO"
9,2,32,0,12,1,50,"NO"
21,1,41,0,17,15,85,"NO"
2,2,3,0,2,1,6,"NO"
33,3,39,0,13,45,99,"NO"
19,1,28,0,10,6,52,"NO"
21,1,54,0,9,28,92,"YES"
6,2,13,0,4,10,28,"NO"
9,1,12,1,6,21,38,"NO"
13,2,27,0,4,36,69,"YES"
3,3,5,0,5,1,14,"NO"
6,1,11,5,4,6,25,"NO"
17,2,19,5,17,55,50,"NO"
18,1,23,0,4,10,77,"YES"
2,1,9,0,2,1,27,"YES"
126,5,266,0,36,780,624,"NO"
21,5,80,0,13,105,126,"NO"
11,5,39,4,8,45,77,"NO"
77,1,184,0,30,231,293,"NO"
22,3,72,0,12,105,179,"NO"
12,4,14,4,9,15,31,"NO"
73,5,182,0,32,378,337,"NO"
15,1,27,0,2,45,52,"NO"
17,1,19,0,1,10,68,"NO"
8,1,26,0,5,15,49,"NO"
20,5,52,0,13,105,91,"NO"
28,2,54,2,17,91,107,"YES"
3,1,7,0,1,0,10,"NO"
5,3,9,0,2,6,16,"NO"
15,1,29,0,4,21,50,"NO"
64,1,117,0,5,21,214,"NO"
27,1,52,0,24,36,95,"NO"
28,1,48,0,6,66,114,"NO"
3,5,5,0,4,3,9,"NO"
14,3,30,0,5,36,58,"YES"
8,3,17,0,9,3,29,"YES"
118,1,291,0,23,465,452,"YES"
10,1,18,0,4,45,38,"NO"
17,5,27,0,9,66,51,"NO"
5,1,13,0,4,1,21,"NO"
7,2,11,0,4,10,22,"NO"
35,1,75,2,27,36,143,"YES"
5,2,15,0,8,10,38,"NO"
1,2,2,0,0,1,3,"YES"
27,3,39,0,6,66,73,"NO"
96,2,233,1,30,528,412,"YES"
2,2,3,0,3,1,6,"NO"
1,1,2,0,4,0,3,"NO"
2,1,4,3,0,3,6,"NO"
4,1,14,2,9,15,21,"NO"
3,1,7,0,4,3,8,"NO"
10,1,14,0,2,6,50,"NO"
24,1,43,0,15,105,77,"NO"
1,1,3,0,2,1,6,"YES"
4,3,8,0,3,3,15,"NO"
20,4,47,0,9,120,96,"NO"
29,6,66,2,17,325,106,"NO"
34,2,86,0,18,66,188,"NO"
4,2,6,0,2,3,10,"NO"
3,2,6,0,2,3,11,"NO"
4,2,4,23,1,1,9,"NO"
11,3,26,0,9,15,49,"NO"
10,1,20,0,6,21,32,"NO"
7,1,22,0,7,6,53,"NO"
32,2,40,0,10,36,118,"NO"
11,1,36,0,8,1,87,"YES"
23,4,61,0,7,153,120,"NO"
6,1,11,0,4,10,24,"NO"
3,1,12,0,4,3,16,"NO"
85,1,257,0,26,561,523,"YES"
23,1,54,4,7,45,65,"NO"
8,6,15,0,16,15,23,"NO"
34,1,92,0,21,28,136,"NO"
1,1,2,0,1,0,3,"NO"
38,1,78,0,14,21,114,"YES"
22,1,60,0,12,55,111,"NO"
9,1,22,0,5,10,53,"NO"
239,2,599,0,37,703,876,"YES"
21,2,51,1,11,21,82,"NO"
26,1,51,3,8,78,108,"YES"
148,5,292,0,28,946,599,"NO"
4,1,5,2,5,3,15,"NO"
4,5,6,0,4,3,12,"NO"
8,2,35,0,10,10,61,"NO"
39,3,60,0,12,55,106,"NO"
68,3,91,0,7,28,193,"NO"
7,4,11,7,9,21,21,"NO"
7,1,20,0,5,10,32,"NO"
49,1,75,0,8,91,195,"NO"
35,1,76,0,12,105,162,"NO"
22,3,35,0,5,28,55,"NO"
7,1,8,2,2,3,24,"NO"
14,3,23,0,3,28,43,"NO"
8,5,17,0,7,28,27,"NO"
0,3,0,0,0,0,0,"NO"
41,1,51,3,7,105,179,"YES"
6,1,9,0,8,1,48,"NO"
74,1,165,2,15,820,387,"NO"
9,3,19,0,8,21,36,"NO"
12,1,33,0,5,15,87,"NO"
11,2,16,2,3,1,29,"NO"
11,1,14,2,5,10,44,"NO"
60,2,100,0,18,378,194,"NO"
33,2,41,0,8,21,87,"NO"
22,1,50,0,19,66,90,"NO"
10,2,18,11,13,28,30,"NO"
22,1,56,0,6,36,104,"NO"
3,5,6,0,4,3,9,"NO"
9,6,11,0,13,15,28,"NO"
34,1,49,0,6,190,107,"NO"
6,1,5,0,1,0,15,"NO"
58,3,191,0,29,190,234,"NO"
76,1,121,0,22,91,264,"YES"
26,1,48,0,8,55,101,"NO"
18,1,31,0,10,36,59,"NO"
42,1,91,0,19,28,146,"NO"
25,5,55,0,15,91,79,"NO"
17,3,41,0,8,36,75,"NO"
60,1,182,0,25,120,281,"YES"
21,3,61,2,9,36,133,"YES"
20,1,27,0,7,6,63,"NO"
13,1,25,0,7,3,58,"NO"
41,1,60,0,7,28,91,"NO"
9,6,17,0,3,36,30,"NO"
26,1,85,0,11,55,178,"YES"
67,1,81,0,11,120,238,"NO"
47,1,112,0,17,36,195,"YES"
18,4,33,0,4,6,52,"NO"
52,2,97,0,23,78,164,"YES"
14,2,31,0,10,10,53,"YES"
118,5,276,0,43,528,520,"NO"
2,1,6,2,0,3,7,"NO"
42,4,81,0,8,136,124,"NO"
15,3,26,0,11,28,55,"NO"
15,2,20,0,4,21,49,"NO"
82,1,124,0,22,105,290,"NO"
1,1,2,0,1,0,3,"NO"
6,2,6,0,1,15,18,"NO"
43,2,63,11,19,153,141,"NO"
10,3,16,0,7,6,29,"NO"
26,1,30,0,5,36,114,"NO"
7,1,14,0,1,21,23,"NO"
3,3,6,0,2,3,10,"NO"
15,1,31,5,10,36,51,"NO"
7,1,18,0,4,3,38,"NO"
24,4,42,0,10,120,93,"NO"
12,1,12,1,3,6,38,"NO"
3,2,4,6,2,3,8,"NO"
54,1,61,1,68,153,196,"NO"
12,1,13,0,7,15,33,"NO"
32,2,78,2,15,28,112,"YES"
11,3,22,0,4,28,41,"NO"
19,2,41,3,8,21,81,"NO"
235,1,461,0,36,3003,1326,"YES"
4,1,5,0,2,10,10,"NO"
5,1,15,3,9,10,29,"NO"
2,1,5,0,2,1,12,"NO"
5,2,10,0,5,1,20,"NO"
54,3,107,1,11,231,277,"NO"
60,5,116,0,16,276,191,"NO"
30,3,84,0,15,78,233,"YES"
9,1,12,0,4,6,23,"NO"
5,1,15,1,4,6,18,"NO"
4,2,6,0,2,3,10,"NO"
19,4,31,0,18,45,54,"YES"
2,2,2,0,2,1,7,"NO"
5,1,11,0,1,10,18,"NO"
15,1,36,0,4,10,57,"NO"
16,1,26,0,7,45,67,"NO"
5,1,11,0,1,10,17,"NO"
5,2,17,0,6,10,27,"NO"
18,1,43,0,5,15,73,"NO"
3,1,3,46,0,3,7,"NO"
13,1,17,0,4,10,52,"NO"
9,3,24,0,7,10,32,"YES"
22,1,32,0,9,15,106,"NO"
30,1,77,0,18,21,169,"NO"
20,2,59,0,14,45,86,"YES"
33,4,80,1,10,231,131,"NO"
12,4,16,0,3,15,31,"NO"
17,1,30,0,10,15,61,"NO"
14,4,19,0,5,15,44,"NO"
24,2,43,0,8,45,88,"NO"
8,5,14,0,3,28,29,"NO"
2,2,3,0,0,1,7,"NO"
2,2,4,0,0,1,30,"NO"
30,1,53,1,14,78,89,"NO"
4,1,6,0,1,1,22,"NO"
2,2,5,0,2,1,9,"NO"
28,2,78,0,15,36,116,"NO"
70,1,142,0,17,325,478,"NO"
2,2,4,0,2,1,6,"NO"
7,1,15,3,6,15,29,"NO"
25,1,82,0,14,78,198,"YES"
7,4,14,1,5,10,23,"NO"
2,4,2,3,0,1,10,"NO"
14,1,29,0,6,10,70,"NO"
74,1,142,0,26,28,241,"YES"
26,1,53,2,6,36,149,"YES"
122,2,177,0,25,406,390,"NO"
25,1,59,0,6,136,165,"YES"
19,4,55,4,12,36,199,"YES"
79,1,171,0,24,190,338,"YES"
11,3,31,0,15,6,40,"NO"
8,1,7,0,3,1,23,"NO"
66,1,161,0,29,210,407,"NO"
24,4,47,0,11,171,90,"NO"
16,2,21,0,7,28,52,"NO"
79,1,133,2,13,300,313,"NO"
40,5,100,0,18,120,202,"NO"
8,4,10,0,3,28,26,"NO"
3,3,8,0,5,6,11,"NO"
13,1,35,0,4,55,63,"NO"
12,2,22,0,10,6,41,"NO"
7,4,23,2,3,15,28,"NO"
52,1,108,0,13,91,169,"NO"
26,1,54,2,10,45,113,"NO"
6,2,8,0,8,15,19,"NO"
11,1,26,0,6,21,82,"NO"
9,1,24,0,9,36,51,"NO"
66,1,96,1,24,190,185,"YES"
21,5,45,0,10,78,77,"NO"
17,5,41,0,9,66,83,"YES"
3,2,4,0,2,1,10,"NO"
3,6,6,0,2,3,10,"NO"
44,3,121,2,18,190,173,"NO"
24,2,55,0,13,78,113,"YES"
18,1,40,0,7,45,108,"NO"
27,4,76,0,8,210,147,"NO"
47,1,102,0,7,253,176,"NO"
1,2,2,2,0,0,4,"NO"
6,4,10,1,13,15,32,"NO"
63,4,78,4,18,120,210,"NO"
76,5,187,0,31,351,365,"NO"
150,4,328,0,58,780,548,"NO"
8,1,9,0,1,3,30,"NO"
9,2,12,0,4,10,27,"NO"
59,4,176,0,24,351,387,"NO"
52,1,73,3,48,105,156,"NO"
111,3,195,0,12,861,350,"YES"
8,5,16,0,7,15,30,"NO"
3,1,3,0,0,3,10,"NO"
3,2,17,0,7,3,43,"NO"
27,1,56,0,10,28,160,"YES"
21,1,46,0,9,10,71,"NO"
18,4,34,0,12,78,59,"NO"
3,2,10,0,6,1,13,"NO"
3,3,6,0,2,3,10,"NO"
9,3,12,0,7,6,27,"NO"
19,1,36,0,21,1,45,"NO"
9,3,18,0,4,28,34,"NO"
50,1,53,0,15,120,116,"NO"
0,1,0,0,0,0,0,"YES"
20,2,42,0,11,15,119,"NO"
4,8,8,1,11,6,14,"NO"
7,1,14,0,4,1,29,"YES"
83,3,86,0,7,231,170,"NO"
18,3,53,0,8,66,87,"NO"
4,3,12,0,6,1,19,"NO"
85,1,153,0,15,630,425,"NO"
21,1,36,0,9,36,85,"NO"
9,1,12,0,6,28,28,"NO"
7,1,29,0,8,21,49,"NO"
12,1,18,0,4,21,38,"NO"
9,1,23,0,6,3,51,"NO"
20,1,67,0,10,28,197,"NO"
25,2,53,2,11,55,146,"YES"
1,2,1,0,0,0,3,"NO"
4,2,18,0,6,6,52,"NO"
49,5,77,0,18,153,135,"NO"
7,1,14,0,4,10,32,"NO"
4,2,8,0,2,1,17,"NO"
9,1,14,0,6,21,25,"NO"
6,3,8,0,4,6,18,"NO"
18,1,30,0,5,15,68,"NO"
42,1,45,0,10,15,115,"NO"
4,1,8,0,5,3,45,"NO"
13,2,42,0,7,55,71,"NO"
9,4,11,0,4,10,27,"NO"
17,5,42,0,13,66,78,"NO"
15,1,43,0,5,6,69,"NO"
11,4,29,0,4,28,77,"NO"
107,1,180,2,45,1275,369,"YES"
18,1,41,0,8,28,120,"NO"
181,3,363,1,47,325,525,"NO"
23,3,37,0,13,10,65,"NO"
16,3,27,2,20,21,45,"NO"
12,5,35,0,12,55,60,"NO"
3,1,6,0,12,1,8,"NO"
18,5,67,0,10,91,120,"NO"
23,1,27,4,4,55,59,"NO"
9,1,18,0,5,15,37,"NO"
43,4,89,2,12,325,164,"NO"
83,1,187,2,24,528,436,"YES"
24,2,48,0,12,45,76,"NO"
23,4,35,3,18,105,81,"NO"
31,2,49,0,11,78,92,"NO"
80,3,200,0,16,780,469,"YES"
13,1,39,0,12,10,67,"NO"
3,2,4,0,2,1,7,"NO"
29,1,57,0,6,10,132,"NO"
9,3,25,2,6,21,63,"NO"
4,3,13,2,5,6,24,"NO"
1,2,7,0,4,0,5,"NO"
28,2,59,0,18,28,121,"NO"
3,1,6,0,3,3,12,"NO"
5,1,7,0,0,3,14,"NO"
3,1,8,0,3,1,15,"NO"
100,1,191,0,7,325,376,"YES"
22,2,44,0,4,91,107,"NO"
18,5,45,0,15,36,57,"NO"
6,3,10,0,4,6,19,"NO"
4,2,6,0,2,3,10,"NO"
49,1,61,0,7,21,160,"YES"
13,1,23,0,2,6,42,"NO"
9,3,20,3,29,28,33,"NO"
13,5,39,0,14,45,91,"NO"
5,1,17,0,13,1,37,"NO"
18,4,32,0,4,91,71,"NO"
17,3,63,0,14,78,124,"NO"
14,3,50,0,14,15,96,"NO"
4,3,7,0,3,6,12,"NO"
43,1,124,0,8,210,292,"NO"
4,3,6,0,2,6,13,"NO"
6,1,13,0,4,6,24,"NO"
6,1,19,0,5,10,33,"NO"
12,1,28,0,8,10,72,"NO"
7,1,23,0,2,6,46,"NO"
31,3,49,0,8,66,75,"NO"
13,5,40,0,13,45,70,"NO"
5,1,19,0,4,1,44,"NO"
16,1,26,0,21,10,68,"YES"
9,2,12,0,3,10,27,"NO"
17,3,34,2,7,78,47,"NO"
10,6,17,0,3,45,30,"NO"
30,1,53,0,6,66,226,"NO"
13,2,17,0,6,28,61,"NO"
63,4,145,2,10,253,222,"NO"
30,1,68,0,19,91,147,"NO"
13,2,15,1,6,66,45,"NO"
4,3,12,7,4,3,20,"YES"
4,1,15,0,5,6,28,"NO"
22,2,25,0,11,10,73,"NO"
7,1,17,0,0,21,58,"YES"
3,1,3,0,1,3,9,"NO"
8,2,12,7,18,28,28,"NO"
7,1,25,0,8,15,29,"NO"
10,1,27,0,11,1,59,"NO"
20,2,25,0,4,190,97,"NO"
16,4,26,0,8,45,54,"NO"
42,1,92,0,28,55,207,"NO"
98,1,187,0,12,351,461,"NO"
2,1,6,0,2,1,11,"YES"
24,3,44,0,10,66,89,"YES"
2,1,2,1,12,1,6,"NO"
20,3,43,0,11,45,62,"NO"
29,1,69,0,10,105,156,"NO"
23,3,42,0,7,36,58,"NO"
129,1,170,0,48,171,372,"NO"
1,1,3,0,1,0,8,"NO"
5,3,11,0,3,10,19,"NO"
71,1,156,0,23,153,230,"NO"
44,1,56,0,14,6,105,"NO"
64,1,145,0,20,210,210,"YES"
4,1,13,0,4,1,20,"NO"
14,1,20,0,51,10,44,"NO"
17,1,19,0,2,10,41,"NO"
63,1,118,0,44,120,278,"NO"
11,1,24,0,4,15,88,"YES"
28,1,28,2,10,378,84,"NO"
3,6,6,0,2,3,10,"NO"
41,4,88,0,18,171,210,"NO"
5,3,9,0,1,3,17,"NO"
26,2,60,0,16,36,98,"NO"
9,2,17,0,4,1,31,"NO"
11,3,21,0,6,6,43,"NO"
8,3,10,0,5,6,22,"NO"
13,1,28,0,4,10,45,"NO"
12,1,27,0,2,55,82,"NO"
11,1,11,0,0,36,24,"YES"
44,1,85,0,8,171,255,"NO"
20,6,46,0,14,66,100,"NO"
61,1,122,0,39,171,187,"NO"
0,1,0,0,0,0,0,"YES"
10,5,12,0,5,36,27,"NO"
14,1,24,0,5,6,48,"NO"
37,2,82,0,21,190,156,"NO"
14,1,15,0,4,0,30,"NO"
5,1,19,0,6,10,41,"NO"
17,5,41,0,8,66,83,"YES"
6,1,10,0,4,6,17,"NO"
26,1,32,1,6,136,99,"NO"
4,3,4,0,0,6,12,"NO"
1,2,2,0,0,1,3,"YES"
52,4,110,0,19,153,199,"NO"
113,5,207,0,27,595,501,"NO"
22,1,39,0,3,21,115,"NO"
8,1,13,0,8,15,33,"NO"
17,3,21,0,9,6,50,"NO"
6,1,17,0,5,6,33,"NO"
14,2,43,1,9,36,123,"NO"
47,1,69,0,31,15,118,"NO"
5,3,15,0,6,10,27,"NO"
4,3,6,0,2,6,12,"NO"
22,3,45,0,10,28,78,"NO"
9,1,10,0,1,10,21,"NO"
19,4,32,2,9,55,64,"NO"
16,2,22,0,6,55,58,"NO"
4,1,5,1,1,6,13,"NO"
16,4,23,0,6,15,69,"NO"
21,2,36,0,10,28,79,"NO"
3,2,16,0,5,3,45,"NO"
7,1,7,0,4,1,25,"NO"
13,1,32,0,4,10,58,"NO"
3,2,3,1,3,1,9,"NO"
6,5,10,0,2,10,15,"NO"
7,1,10,0,2,6,44,"NO"
22,2,74,0,17,36,103,"YES"
2,1,6,0,4,1,16,"NO"
11,4,30,0,8,15,60,"NO"
5,2,8,0,3,10,22,"NO"
18,7,30,0,4,66,59,"NO"
7,2,19,0,4,21,34,"NO"
148,5,289,0,41,561,564,"NO"
8,1,17,0,3,6,34,"NO"
14,1,44,0,5,28,136,"NO"
30,1,35,0,5,66,114,"NO"
32,5,81,0,17,136,177,"NO"
29,1,21,0,0,21,80,"NO"
24,3,57,0,14,36,91,"NO"
47,5,118,0,21,210,208,"NO"
5,1,8,0,2,6,41,"NO"
24,3,89,0,15,120,191,"NO"
11,3,26,0,9,15,53,"NO"
178,5,341,0,37,1225,828,"NO"
7,2,10,0,5,10,19,"NO"
57,1,45,0,25,28,85,"YES"
26,3,68,0,12,91,173,"NO"
7,3,9,2,5,10,19,"NO"
12,3,20,0,4,21,36,"NO"
