"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
6,1,22,0,18,0,316,1,1,18,18,18,2,0,2,16,16,16,"NO"
11,1,25,0,40,0,135,1,1,13,13,13,3,0,3,10,10,10,"NO"
7,1,12,0,5,13,65,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,4,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,3,8,0,1,4,82,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,1,6,0,1,15,6,0,0,0,0,0,0,0,0,0,0,0,"NO"
15,3,23,3,53,43,154,1,1,2,2,2,2,0,2,0,0,0,"NO"
55,1,148,0,59,1039,1684,2,1,42,30,21,13,0,6.5,29,24,14.5,"YES"
1,4,2,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,"NO"
12,1,25,0,3,0,218,1,1,1,1,1,1,0,1,0,0,0,"NO"
86,2,96,0,8,3649,696,1,1,2,2,2,0,0,0,2,2,2,"NO"
8,1,32,0,15,0,356,0,0,0,0,0,0,0,0,0,0,0,"NO"
19,1,71,0,19,91,1313,2,1,23,18,11.5,7,0,3.5,16,14,8,"NO"
2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"NO"
56,1,140,1,47,1358,1757,2,1,49,47,24.5,17,0,8.5,32,31,16,"YES"
7,1,7,0,36,21,7,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,4,23,0,4,23,492,0,0,0,0,0,0,0,0,0,0,0,"NO"
413,1,505,0,48,0,23590,1,1,1380,1380,1380,1281,0,1281,99,99,99,"NO"
1,1,1,0,12,0,617,1,1,50,50,50,50,0,50,0,0,0,"NO"
50,1,66,0,5,3,6280,1,1,238,238,238,238,0,238,0,0,0,"NO"
1,1,1,0,2,0,191,1,1,12,12,12,10,0,10,2,2,2,"NO"
45,1,77,0,41,898,1472,1,1,2,2,2,3,0,3,-1,0,-1,"NO"
37,1,111,0,24,666,1616,2,1,51,43,25.5,15,0,7.5,36,30,18,"NO"
2,3,4,0,7,1,9,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,1,12,1,4,6,37,0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,2,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,"NO"
19,1,30,36,51,147,240,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,1,24,0,1,10,206,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,4,26,0,18,33,141,1,1,1,1,1,1,0,1,0,0,0,"NO"
10,1,26,2,14,5,161,1,1,11,11,11,3,0,3,8,8,8,"NO"
3,1,4,0,5,3,23,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,3,19,0,2,15,184,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,16,0,4,4,109,2,1,3,2,1.5,0,0,0,3,2,1.5,"NO"
6,1,40,0,2,13,375,1,1,7,7,7,3,0,3,4,4,4,"NO"
2,2,4,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,"NO"
14,1,16,7,9,91,38,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,3,6,0,6,2,36,0,0,0,0,0,0,0,0,0,0,0,"NO"
13,1,13,0,7,78,13,0,0,0,0,0,0,0,0,0,0,0,"NO"
118,1,180,0,7,6075,5207,0,0,0,0,0,0,0,0,0,0,0,"YES"
3,1,3,0,29,3,4,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,1,5,0,2,0,59,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,1,12,0,3,0,256,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,1,12,0,3,0,273,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,1,7,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,1,7,0,2,0,59,0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,"NO"
1,1,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,"NO"
47,2,109,1,41,1019,2549,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,3,13,0,8,0,71,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,3,18,0,4,8,176,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,3,18,0,4,8,176,0,0,0,0,0,0,0,0,0,0,0,"NO"
14,1,27,0,20,0,386,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,1,11,0,3,9,135,0,0,0,0,0,0,0,0,0,0,0,"NO"
9,1,18,0,6,0,368,0,0,0,0,0,0,0,0,0,0,0,"NO"
8,1,9,13,15,12,65,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,8,0,4,4,55,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,8,0,4,0,77,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,2,12,0,5,0,127,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,9,0,4,1,71,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,5,0,4,3,20,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,11,0,5,0,87,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,2,22,0,5,0,206,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,2,22,0,4,3,283,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,9,0,4,0,80,0,0,0,0,0,0,0,0,0,0,0,"NO"
7,2,21,0,4,0,300,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,9,0,4,1,106,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,8,0,4,0,151,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,3,7,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,"NO"
18,1,102,0,13,43,785,5,1,22,13,4.4,14,0,2.8,8,5,1.6,"NO"
14,5,32,17,20,67,395,9,1,163,36,18.1111111111111,51,0,5.66666666666667,112,35,12.4444444444444,"NO"
11,2,28,0,6,31,223,1,1,2,2,2,0,0,0,2,2,2,"NO"
13,1,26,0,12,0,110,4,1,67,62,16.75,4,0,1,63,60,15.75,"YES"
4,1,13,0,3,4,62,4,1,16,10,4,5,0,1.25,11,10,2.75,"YES"
22,1,95,0,29,137,1219,16,1,165,37,10.3125,82,0,5.125,83,36,5.1875,"YES"
7,3,18,0,8,5,153,5,1,15,5,3,11,0,2.2,4,5,0.8,"NO"
147,1,346,0,127,9847,5007,50,1,1327,371,26.54,993,0,19.86,334,60,6.68,"YES"
13,1,60,0,11,44,487,3,1,8,5,2.66666666666667,1,0,0.333333333333333,7,5,2.33333333333333,"YES"
1,1,1,0,32,0,1,5,1,26,18,5.2,7,0,1.4,19,15,3.8,"NO"
6,1,13,11,31,9,45,3,1,42,31,14,88,0,29.3333333333333,-46,8,-15.3333333333333,"NO"
2,2,9,0,6,1,24,4,1,19,15,4.75,7,0,1.75,12,12,3,"NO"
12,1,18,5,29,54,49,8,1,25,13,3.125,23,0,2.875,2,13,0.25,"NO"
7,1,19,0,21,9,141,7,1,99,36,14.1428571428571,105,0,15,-6,30,-0.857142857142857,"NO"
21,5,139,0,36,74,785,12,1,84,26,7,47,0,3.91666666666667,37,26,3.08333333333333,"YES"
8,1,11,2,11,26,28,7,1,182,130,26,44,0,6.28571428571429,138,105,19.7142857142857,"NO"
6,2,54,0,8,5,377,5,1,27,10,5.4,10,0,2,17,7,3.4,"NO"
47,1,173,0,101,1049,2031,30,1,330,56,11,236,0,7.86666666666667,94,45,3.13333333333333,"YES"
16,2,111,0,14,24,1304,8,1,235,140,29.375,42,0,5.25,193,138,24.125,"YES"
3,1,19,0,9,3,54,9,1,81,22,9,16,0,1.77777777777778,65,21,7.22222222222222,"YES"
27,1,102,0,20,291,755,11,1,215,96,19.5454545454545,159,0,14.4545454545455,56,39,5.09090909090909,"YES"
7,1,10,0,7,0,64,2,1,10,10,5,3,0,1.5,7,8,3.5,"NO"
40,1,94,0,73,780,1674,13,1,305,80,23.4615384615385,198,0,15.2307692307692,107,80,8.23076923076923,"YES"
13,1,30,0,19,26,274,4,1,21,10,5.25,10,0,2.5,11,8,2.75,"NO"
6,2,25,0,5,3,215,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
13,1,31,0,27,34,237,7,1,56,33,8,9,0,1.28571428571429,47,33,6.71428571428571,"YES"
9,1,20,0,6,0,112,3,1,25,15,8.33333333333333,2,0,0.666666666666667,23,13,7.66666666666667,"NO"
4,1,4,0,6,6,4,2,1,10,7,5,7,0,3.5,3,7,1.5,"NO"
14,1,39,0,11,61,314,6,1,103,58,17.1666666666667,80,0,13.3333333333333,23,25,3.83333333333333,"YES"
3,1,19,0,9,3,110,3,1,12,10,4,2,0,0.666666666666667,10,10,3.33333333333333,"YES"
15,1,50,0,12,105,913,13,1,150,53,11.5384615384615,130,0,10,20,36,1.53846153846154,"NO"
60,6,221,0,138,1420,1722,39,1,373,61,9.56410256410256,222,0,5.69230769230769,151,61,3.87179487179487,"YES"
6,5,45,0,12,5,536,9,1,183,78,20.3333333333333,120,0,13.3333333333333,63,74,7,"NO"
7,2,29,0,9,0,879,7,1,71,35,10.1428571428571,55,0,7.85714285714286,16,34,2.28571428571429,"YES"
2,1,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,"NO"
28,5,136,0,25,184,868,25,1,304,86,12.16,185,0,7.4,119,44,4.76,"YES"
6,6,36,0,12,3,263,7,1,36,13,5.14285714285714,31,0,4.42857142857143,5,6,0.714285714285714,"YES"
64,5,212,0,51,1606,1917,28,1,296,103,10.5714285714286,213,0,7.60714285714286,83,67,2.96428571428571,"YES"
10,7,90,0,19,15,606,18,1,250,71,13.8888888888889,111,0,6.16666666666667,139,58,7.72222222222222,"YES"
5,1,6,0,2,10,12,1,1,1,1,1,1,0,1,0,0,0,"YES"
4,1,4,0,4,6,4,1,1,3,3,3,3,0,3,0,0,0,"YES"
11,2,108,0,12,11,1839,5,1,15,8,3,11,0,2.2,4,3,0.8,"YES"
11,1,17,0,2,0,387,3,1,42,27,14,34,0,11.3333333333333,8,13,2.66666666666667,"NO"
2,2,3,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,6,0,2,1,84,1,1,3,3,3,3,0,3,0,0,0,"YES"
11,1,29,3,7,33,141,4,1,38,14,9.5,3,0,0.75,35,14,8.75,"YES"
2,2,6,0,2,1,65,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,1,14,0,2,49,50,1,1,2,2,2,2,0,2,0,0,0,"NO"
27,1,39,0,7,87,1342,7,1,118,74,16.8571428571429,43,0,6.14285714285714,75,60,10.7142857142857,"YES"
11,1,16,0,2,35,52,0,0,0,0,0,0,0,0,0,0,0,"NO"
14,1,32,0,8,29,485,6,1,53,29,8.83333333333333,35,0,5.83333333333333,18,11,3,"YES"
8,5,33,0,5,0,419,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
3,7,27,0,5,3,110,6,1,134,57,22.3333333333333,104,0,17.3333333333333,30,34,5,"YES"
5,6,34,0,7,2,202,0,0,0,0,0,0,0,0,0,0,0,"NO"
13,2,20,0,1,30,115,5,1,146,114,29.2,10,0,2,136,114,27.2,"NO"
3,7,35,0,6,3,161,1,1,13,13,13,10,0,10,3,3,3,"YES"
12,7,72,0,10,32,720,7,1,7,3,1,80,0,11.4285714285714,-73,0,-10.4285714285714,"YES"
4,5,17,0,6,0,61,2,1,2,2,1,4,0,2,-2,1,-1,"NO"
11,2,24,0,3,25,177,0,0,0,0,0,0,0,0,0,0,0,"NO"
14,7,55,0,7,67,356,2,1,5,4,2.5,1,0,0.5,4,3,2,"NO"
3,6,14,0,8,3,46,6,1,219,108,36.5,14,0,2.33333333333333,205,108,34.1666666666667,"NO"
17,5,94,0,16,106,554,6,1,43,21,7.16666666666667,10,0,1.66666666666667,33,19,5.5,"YES"
16,3,65,0,9,38,670,2,1,134,95,67,19,0,9.5,115,85,57.5,"YES"
4,8,39,0,13,4,237,7,1,71,54,10.1428571428571,48,0,6.85714285714286,23,22,3.28571428571429,"NO"
6,1,6,0,4,15,6,1,1,0,0,0,7,0,7,-7,0,-7,"NO"
31,5,83,0,29,267,751,24,1,331,47,13.7916666666667,151,0,6.29166666666667,180,42,7.5,"YES"
8,6,42,0,6,10,207,1,1,38,38,38,29,0,29,9,9,9,"YES"
3,7,10,0,5,1,40,3,1,1,1,0.333333333333333,6,0,2,-5,0,-1.66666666666667,"NO"
7,7,40,0,6,9,214,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
5,6,16,19,22,10,56,1,1,15,15,15,2,0,2,13,13,13,"NO"
5,7,27,5,8,8,121,2,1,37,37,18.5,5,0,2.5,32,33,16,"NO"
6,6,37,0,7,3,214,2,1,9,9,4.5,3,0,1.5,6,7,3,"NO"
4,4,24,0,2,0,195,1,1,0,0,0,2,0,2,-2,0,-2,"YES"
5,7,40,0,6,6,214,1,1,6,6,6,2,0,2,4,4,4,"NO"
9,6,26,0,6,34,91,3,1,36,30,12,18,0,6,18,19,6,"YES"
3,6,18,0,6,3,66,1,1,88,88,88,63,0,63,25,25,25,"NO"
19,7,80,0,5,133,646,0,0,0,0,0,0,0,0,0,0,0,"NO"
23,6,74,0,8,217,521,4,1,93,84,23.25,128,0,32,-35,1,-8.75,"YES"
9,1,45,0,12,8,294,3,1,33,27,11,21,0,7,12,11,4,"YES"
28,6,91,0,21,206,615,2,1,2,1,1,2,0,1,0,0,0,"NO"
6,5,29,0,9,5,141,4,1,58,57,14.5,41,0,10.25,17,21,4.25,"NO"
18,2,54,1,14,71,460,2,1,4,2,2,8,0,4,-4,0,-2,"YES"
10,5,42,0,7,43,219,4,1,120,103,30,17,0,4.25,103,87,25.75,"NO"
8,3,14,0,1,16,49,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
4,1,16,0,6,0,218,2,1,2,2,1,4,0,2,-2,0,-1,"YES"
5,5,28,0,5,0,119,2,1,20,20,10,4,0,2,16,17,8,"YES"
7,8,31,0,11,21,157,4,1,21,11,5.25,8,0,2,13,9,3.25,"NO"
4,8,28,0,8,6,129,6,1,17,9,2.83333333333333,16,0,2.66666666666667,1,2,0.166666666666667,"NO"
19,7,108,1,10,137,767,22,1,311,111,14.1363636363636,246,0,11.1818181818182,65,80,2.95454545454545,"YES"
22,1,89,0,21,97,623,18,1,192,56,10.6666666666667,96,0,5.33333333333333,96,25,5.33333333333333,"YES"
12,7,59,0,7,52,284,2,1,6,6,3,2,0,1,4,5,2,"NO"
4,8,30,0,13,6,119,3,1,11,8,3.66666666666667,11,0,3.66666666666667,0,1,0,"NO"
4,8,30,0,14,6,132,3,1,11,8,3.66666666666667,11,0,3.66666666666667,0,1,0,"NO"
6,6,22,1,11,13,75,9,1,143,86,15.8888888888889,26,0,2.88888888888889,117,86,13,"NO"
5,7,50,0,8,2,362,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,3,56,0,3,2,289,8,1,35,19,4.375,16,0,2,19,15,2.375,"YES"
23,5,128,0,37,153,1181,28,1,539,119,19.25,425,0,15.1785714285714,114,68,4.07142857142857,"YES"
8,7,60,0,6,20,294,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
5,1,17,0,2,4,137,2,1,3,3,1.5,52,0,26,-49,0,-24.5,"NO"
17,1,36,0,4,100,679,1,1,7,7,7,13,0,13,-6,0,-6,"NO"
6,7,47,0,8,9,299,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
11,1,56,0,12,23,479,13,1,454,219,34.9230769230769,80,0,6.15384615384615,374,219,28.7692307692308,"YES"
6,5,29,0,10,5,140,9,1,378,127,42,78,0,8.66666666666667,300,113,33.3333333333333,"NO"
7,5,59,0,15,5,389,7,1,65,22,9.28571428571429,360,0,51.4285714285714,-295,16,-42.1428571428571,"NO"
15,6,97,0,13,65,512,9,1,77,40,8.55555555555556,405,0,45,-328,8,-36.4444444444444,"NO"
10,2,30,0,6,1,246,2,1,5,3,2.5,11,0,5.5,-6,0,-3,"NO"
6,2,33,0,5,9,439,9,1,191,73,21.2222222222222,61,0,6.77777777777778,130,54,14.4444444444444,"YES"
20,2,91,0,11,190,690,8,1,26,8,3.25,52,0,6.5,-26,7,-3.25,"YES"
4,2,17,0,3,6,86,2,1,1,1,0.5,8,0,4,-7,0,-3.5,"NO"
34,1,83,4,37,471,679,12,1,212,110,17.6666666666667,42,0,3.5,170,102,14.1666666666667,"YES"
25,1,72,0,48,200,375,1,1,1,1,1,1,0,1,0,0,0,"YES"
118,1,390,0,197,5891,5263,49,1,375,71,7.6530612244898,261,0,5.3265306122449,114,33,2.3265306122449,"YES"
6,2,14,0,10,5,86,5,1,15,6,3,21,0,4.2,-6,0,-1.2,"NO"
5,2,13,0,6,4,52,3,1,2,1,0.666666666666667,3,0,1,-1,0,-0.333333333333333,"NO"
2,2,4,0,4,1,10,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,2,2,0,3,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,2,2,0,3,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,2,2,0,4,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,2,2,0,8,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
1,2,2,0,5,0,5,1,1,1,1,1,1,0,1,0,0,0,"NO"
3,2,9,0,6,0,36,1,1,1,1,1,1,0,1,0,0,0,"NO"
5,2,13,0,6,4,52,3,1,22,21,7.33333333333333,9,0,3,13,14,4.33333333333333,"NO"
2,1,3,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,"NO"
12,2,32,0,8,0,176,0,0,0,0,0,0,0,0,0,0,0,"NO"
14,6,87,0,14,51,497,4,1,47,24,11.75,30,0,7.5,17,24,4.25,"YES"
5,6,36,0,7,4,247,2,1,4,4,2,3,0,1.5,1,4,0.5,"NO"
12,2,36,0,5,24,253,0,0,0,0,0,0,0,0,0,0,0,"NO"
9,6,48,0,10,18,210,2,1,12,10,6,10,0,5,2,2,1,"NO"
3,6,17,0,3,1,263,2,1,6,6,3,28,0,14,-22,0,-11,"NO"
11,7,64,0,11,29,396,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,6,53,0,9,25,349,2,1,11,9,5.5,7,0,3.5,4,4,2,"YES"
12,6,49,0,8,40,342,3,1,78,77,26,31,0,10.3333333333333,47,58,15.6666666666667,"YES"
12,6,44,0,7,26,650,6,1,319,317,53.1666666666667,102,0,17,217,238,36.1666666666667,"YES"
12,6,31,0,4,28,269,2,1,73,73,36.5,45,0,22.5,28,30,14,"NO"
5,6,28,0,5,0,338,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
6,8,35,0,27,13,233,6,1,158,103,26.3333333333333,27,0,4.5,131,103,21.8333333333333,"NO"
4,6,39,0,5,0,507,7,1,238,153,34,78,0,11.1428571428571,160,94,22.8571428571429,"NO"
5,6,35,0,4,0,406,3,1,8,8,2.66666666666667,8,0,2.66666666666667,0,8,0,"NO"
3,6,21,0,4,1,159,3,1,8,8,2.66666666666667,9,0,3,-1,7,-0.333333333333333,"NO"
12,6,59,0,12,38,307,1,1,3,3,3,2,0,2,1,1,1,"YES"
5,6,22,0,5,4,353,2,1,200,200,100,2,0,1,198,200,99,"NO"
5,7,47,0,6,2,461,0,0,0,0,0,0,0,0,0,0,0,"NO"
8,2,21,0,9,0,167,0,0,0,0,0,0,0,0,0,0,0,"NO"
8,6,31,0,6,20,121,4,1,36,34,9,37,0,9.25,-1,9,-0.25,"NO"
3,6,28,0,5,1,435,8,1,118,58,14.75,67,0,8.375,51,26,6.375,"NO"
14,7,96,0,14,51,774,0,0,0,0,0,0,0,0,0,0,0,"NO"
13,6,68,0,11,42,512,6,1,185,175,30.8333333333333,50,0,8.33333333333333,135,131,22.5,"YES"
11,2,28,0,7,25,161,0,0,0,0,0,0,0,0,0,0,0,"NO"
14,7,98,0,12,43,1049,4,1,10,8,2.5,2,0,0.5,8,8,2,"NO"
5,1,27,0,12,0,158,3,1,4,4,1.33333333333333,19,0,6.33333333333333,-15,1,-5,"NO"
6,6,31,0,6,9,134,3,1,21,20,7,4,0,1.33333333333333,17,18,5.66666666666667,"NO"
12,2,36,0,7,36,505,2,1,5,4,2.5,0,0,0,5,4,2.5,"NO"
15,7,71,0,14,77,584,6,1,114,52,19,38,0,6.33333333333333,76,49,12.6666666666667,"NO"
19,6,60,0,12,125,336,4,1,26,21,6.5,30,0,7.5,-4,3,-1,"NO"
6,1,16,0,9,0,89,5,1,41,23,8.2,17,0,3.4,24,18,4.8,"YES"
9,2,64,0,15,6,727,20,1,424,91,21.2,343,0,17.15,81,61,4.05,"YES"
5,1,33,0,5,0,161,8,1,244,148,30.5,130,0,16.25,114,148,14.25,"NO"
7,1,52,0,7,1,343,9,1,333,220,37,138,0,15.3333333333333,195,220,21.6666666666667,"NO"
2,2,5,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,2,29,0,5,2,198,2,1,1,1,0.5,1,0,0.5,0,1,0,"NO"
4,2,20,0,7,0,79,2,1,7,5,3.5,8,0,4,-1,1,-0.5,"NO"
7,1,20,0,7,0,392,6,1,71,48,11.8333333333333,48,0,8,23,29,3.83333333333333,"YES"
8,1,12,2,5,8,149,3,1,19,9,6.33333333333333,16,0,5.33333333333333,3,6,1,"YES"
6,1,7,0,4,0,118,3,1,25,11,8.33333333333333,1,0,0.333333333333333,24,11,8,"NO"
6,1,9,0,6,15,34,1,1,1,1,1,1,0,1,0,0,0,"NO"
7,2,22,0,9,0,123,3,1,48,30,16,7,0,2.33333333333333,41,27,13.6666666666667,"NO"
9,2,52,0,19,16,404,11,1,90,26,8.18181818181818,53,0,4.81818181818182,37,23,3.36363636363636,"NO"
5,1,20,0,9,0,112,3,1,7,4,2.33333333333333,3,0,1,4,3,1.33333333333333,"NO"
17,5,77,0,25,60,429,13,1,245,139,18.8461538461538,79,0,6.07692307692308,166,104,12.7692307692308,"YES"
4,1,29,0,14,0,207,6,1,16,6,2.66666666666667,10,0,1.66666666666667,6,4,1,"NO"
32,1,123,0,38,210,1566,16,1,141,36,8.8125,75,0,4.6875,66,26,4.125,"YES"
19,5,83,0,20,105,477,7,1,73,35,10.4285714285714,11,0,1.57142857142857,62,33,8.85714285714286,"YES"
40,7,162,0,28,542,1807,13,1,72,19,5.53846153846154,58,0,4.46153846153846,14,7,1.07692307692308,"YES"
5,1,5,0,9,10,5,2,1,2,1,1,2,0,1,0,0,0,"NO"
2,1,2,0,5,1,2,2,1,5,5,2.5,4,0,2,1,2,0.5,"NO"
10,2,39,0,10,0,552,7,1,161,135,23,111,0,15.8571428571429,50,55,7.14285714285714,"NO"
7,1,10,2,9,15,81,14,1,216,112,15.4285714285714,106,0,7.57142857142857,110,112,7.85714285714286,"NO"
5,2,11,1,8,6,81,10,1,76,25,7.6,100,0,10,-24,3,-2.4,"NO"
3,1,4,0,3,3,13,4,1,60,52,15,7,0,1.75,53,52,13.25,"NO"
10,1,28,0,8,3,230,2,1,44,43,22,25,0,12.5,19,22,9.5,"YES"
11,1,20,0,9,53,477,8,1,320,119,40,91,0,11.375,229,110,28.625,"NO"
27,1,36,0,14,293,293,16,1,110,23,6.875,47,0,2.9375,63,23,3.9375,"YES"
4,3,12,0,8,0,182,16,1,262,114,16.375,122,0,7.625,140,114,8.75,"NO"
4,1,5,0,14,0,28,1,1,4,4,4,1,0,1,3,3,3,"NO"
3,1,9,1,10,1,138,4,1,61,42,15.25,15,0,3.75,46,42,11.5,"NO"
1,1,1,0,8,0,1,4,1,51,44,12.75,5,0,1.25,46,44,11.5,"NO"
13,1,65,0,15,30,1525,38,1,991,105,26.0789473684211,1034,0,27.2105263157895,-43,44,-1.13157894736842,"YES"
16,2,77,0,15,78,1296,19,1,326,121,17.1578947368421,262,0,13.7894736842105,64,105,3.36842105263158,"YES"
16,1,64,0,14,0,1130,15,1,246,95,16.4,553,0,36.8666666666667,-307,39,-20.4666666666667,"YES"
7,1,19,0,5,0,204,1,1,12,12,12,0,0,0,12,12,12,"YES"
21,1,52,0,14,0,1738,3,1,12,5,4,9,0,3,3,2,1,"NO"
43,4,108,0,13,737,956,6,1,223,176,37.1666666666667,198,0,33,25,31,4.16666666666667,"YES"
