"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
10,2,23,1,6,21,38,7,2,86,49,12.2857,43,10,6.14286,43,39,6.14286,"NO"
0,1,1,0,6,0,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
11,2,42,1,9,10,68,11,3,203,121,18.4545,224,121,20.3636,-21,11,-1.90909,"NO"
7,2,35,0,6,3,48,5,4,121,107,24.2,164,107,32.8,-43,0,-8.6,"NO"
6,2,10,1,5,6,18,6,3,105,69,17.5,258,166,43,-153,4,-25.5,"NO"
1,2,14,1,3,0,24,5,4,73,63,14.6,118,63,23.6,-45,0,-9,"NO"
10,3,16,0,2,0,46,4,3,83,63,20.75,66,63,16.5,17,17,4.25,"NO"
3,3,14,0,5,3,16,1,1,1,1,1,1,1,1,0,0,0,"NO"
27,2,71,0,13,36,153,10,3,326,221,32.6,297,221,29.7,29,10,2.9,"YES"
2,1,18,0,8,1,56,4,2,122,101,30.5,102,101,25.5,20,16,5,"NO"
6,1,12,0,11,15,23,3,2,92,85,30.6667,344,258,114.667,-252,0,-84,"NO"
5,1,5,0,7,10,18,3,2,65,63,21.6667,65,63,21.6667,0,0,0,"NO"
17,1,34,0,14,91,69,3,2,193,190,64.3333,193,190,64.3333,0,0,0,"NO"
11,2,31,0,8,21,40,5,4,115,84,23,95,84,19,20,16,4,"NO"
3,2,6,0,3,3,10,3,2,45,43,15,45,43,15,0,0,0,"NO"
5,2,11,0,5,6,18,4,3,57,43,14.25,46,43,11.5,11,11,2.75,"NO"
3,2,6,0,3,1,11,3,2,46,43,15.3333,46,43,15.3333,0,0,0,"NO"
3,2,5,0,2,1,11,1,1,1,1,1,1,1,1,0,0,0,"NO"
6,2,41,0,8,3,66,12,3,164,62,13.6667,117,56,9.75,47,39,3.91667,"NO"
12,2,22,0,4,21,37,4,3,110,82,27.5,89,82,22.25,21,21,5.25,"NO"
10,2,22,0,6,6,37,1,1,1,1,1,1,1,1,0,0,0,"NO"
3,2,6,0,3,3,10,3,2,45,43,15,45,43,15,0,0,0,"NO"
2,2,10,0,4,1,14,10,3,108,56,10.8,109,56,10.9,-1,6,-0.1,"NO"
2,2,6,0,2,1,9,3,2,44,42,14.6667,44,42,14.6667,0,0,0,"NO"
4,2,10,0,3,6,16,4,3,52,39,13,42,39,10.5,10,10,2.5,"NO"
31,1,54,20,43,210,93,6,4,284,230,47.3333,251,230,41.8333,33,20,5.5,"NO"
31,2,69,4,12,120,116,7,3,312,144,44.5714,197,144,28.1429,115,75,16.4286,"YES"
13,2,37,0,11,10,66,2,1,4,3,2,4,3,2,0,0,0,"NO"
3,2,8,0,3,1,13,1,1,1,1,1,1,1,1,0,0,0,"NO"
9,3,28,0,8,3,38,3,2,79,41,26.3333,44,41,14.6667,35,35,11.6667,"NO"
10,4,33,0,8,3,39,3,2,76,42,25.3333,45,42,15,31,31,10.3333,"NO"
6,3,28,0,6,3,40,3,2,82,43,27.3333,46,43,15.3333,36,36,12,"NO"
6,3,27,0,7,3,39,3,2,82,43,27.3333,46,43,15.3333,36,36,12,"NO"
7,4,31,0,7,3,40,3,2,79,43,26.3333,46,43,15.3333,33,33,11,"NO"
9,3,33,2,8,10,45,3,2,125,90,41.6667,93,90,31,32,32,10.6667,"NO"
18,2,57,4,14,21,71,3,2,163,118,54.3333,45,44,15,118,118,39.3333,"NO"
3,2,5,1,2,3,10,2,2,49,48,24.5,49,48,24.5,0,0,0,"NO"
2,4,4,0,2,1,7,4,3,52,48,13,60,48,15,-8,0,-2,"NO"
2,3,4,1,2,1,7,4,3,52,49,13,60,49,15,-8,0,-2,"NO"
6,3,8,1,2,15,18,4,3,60,55,15,57,55,14.25,3,3,0.75,"NO"
18,4,41,1,8,28,55,1,1,1,1,1,1,1,1,0,0,0,"NO"
6,4,12,0,3,10,22,6,3,33,14,5.5,12,6,2,21,9,3.5,"NO"
2,4,2,0,0,1,6,6,3,54,41,9,63,41,10.5,-9,4,-1.5,"NO"
9,3,13,3,3,36,28,6,3,87,57,14.5,61,57,10.1667,26,21,4.33333,"NO"
16,3,24,0,5,45,61,1,1,1,1,1,1,1,1,0,0,0,"NO"
6,2,14,0,5,6,19,3,2,67,57,22.3333,59,57,19.6667,8,8,2.66667,"NO"
72,2,89,0,11,253,240,12,4,430,295,35.8333,348,295,29,82,25,6.83333,"NO"
6,3,6,0,0,15,18,4,3,69,60,17.25,62,60,15.5,7,4,1.75,"NO"
17,2,41,0,10,21,73,2,1,4,3,2,3,2,1.5,1,1,0.5,"NO"
44,1,92,0,14,6,204,6,3,307,258,51.1667,269,258,44.8333,38,25,6.33333,"NO"
37,1,120,0,23,66,182,10,4,422,324,42.2,342,324,34.2,80,49,8,"NO"
8,1,7,0,2,0,18,2,2,55,54,27.5,55,54,27.5,0,0,0,"NO"
5,1,18,0,7,6,21,4,2,127,114,31.75,116,114,29,11,10,2.75,"NO"
13,1,25,0,9,21,60,2,1,42,41,21,5,4,2.5,37,37,18.5,"NO"
5,1,10,0,7,10,25,1,1,1,1,1,1,1,1,0,0,0,"NO"
40,1,57,0,8,120,154,3,1,31,29,10.3333,3,1,1,28,28,9.33333,"NO"
1,1,18,0,8,0,35,2,2,3,2,1.5,2,1,1,1,1,0.5,"NO"
4,1,16,0,3,1,33,1,1,1,1,1,1,1,1,0,0,0,"NO"
21,1,45,0,7,6,77,1,1,1,1,1,1,1,1,0,0,0,"NO"
10,1,22,0,6,3,60,1,1,1,1,1,1,1,1,0,0,0,"NO"
3,1,5,0,5,1,13,1,1,1,1,1,1,1,1,0,0,0,"NO"
15,1,33,0,9,10,64,1,1,1,1,1,1,1,1,0,0,0,"NO"
3,1,8,0,4,1,12,1,1,1,1,1,1,1,1,0,0,0,"NO"
8,1,17,0,7,6,36,2,1,14,13,7,4,3,2,10,10,5,"NO"
1,1,15,0,5,0,9,3,2,7,6,2.33333,7,6,2.33333,0,0,0,"NO"
58,2,165,0,26,45,319,8,4,17,6,2.125,24,15,3,-7,2,-0.875,"NO"
8,1,8,0,1,28,24,5,3,3,1,0.6,11,6,2.2,-8,0,-1.6,"NO"
2,1,8,0,2,3,13,3,2,1,1,0.333333,2,1,0.666667,-1,0,-0.333333,"NO"
10,1,10,0,4,6,26,3,2,1,1,0.333333,2,1,0.666667,-1,0,-0.333333,"NO"
11,1,20,0,5,36,42,3,2,103,102,34.3333,104,102,34.6667,-1,0,-0.333333,"NO"
17,1,45,0,9,10,115,3,3,2,1,0.666667,1,1,0.333333,1,1,0.333333,"NO"
20,1,49,0,11,15,103,5,2,92,88,18.4,150,145,30,-58,0,-11.6,"NO"
3,1,14,0,4,1,32,7,5,46,18,6.57143,69,51,9.85714,-23,9,-3.28571,"NO"
2,1,10,0,6,1,26,9,5,47,13,5.22222,87,51,9.66667,-40,1,-4.44444,"NO"
4,1,25,0,7,6,52,12,6,79,18,6.58333,114,51,9.5,-35,7,-2.91667,"NO"
11,1,34,0,5,3,60,9,7,83,39,9.22222,81,61,9,2,8,0.222222,"NO"
23,1,53,0,10,3,88,11,6,87,46,7.90909,121,51,11,-34,3,-3.09091,"NO"
47,1,78,0,12,6,206,13,8,338,151,26,174,51,13.3846,164,111,12.6154,"NO"
13,1,26,0,6,3,44,5,5,22,11,4.4,58,49,11.6,-36,1,-7.2,"NO"
179,1,177,0,15,496,574,14,6,125,34,8.92857,100,28,7.14286,25,19,1.78571,"NO"
408,1,238,0,4,1275,1504,4,4,618,431,154.5,343,176,85.75,275,255,68.75,"NO"
24,1,28,0,4,3,87,3,2,8,6,2.66667,8,6,2.66667,0,0,0,"NO"
2,1,11,0,6,1,23,4,4,31,13,7.75,68,51,17,-37,1,-9.25,"NO"
47,1,38,0,6,190,256,4,4,65,46,16.25,27,18,6.75,38,38,9.5,"NO"
0,1,0,0,0,0,0,5,4,40,15,8,65,50,13,-25,12,-5,"NO"
2,1,4,0,2,3,9,1,1,1,1,1,1,1,1,0,0,0,"NO"
17,1,26,0,5,6,57,3,2,3,1,1,3,1,1,0,0,0,"NO"
60,2,57,3,16,231,182,6,3,349,274,58.1667,283,274,47.1667,66,38,11,"NO"
12,1,24,0,7,21,40,13,7,95,19,7.30769,98,51,7.53846,-3,13,-0.230769,"NO"
27,1,56,0,18,15,126,7,4,106,76,15.1429,47,33,6.71429,59,43,8.42857,"NO"
46,1,99,0,179,120,138,32,10,424,58,13.25,238,51,7.4375,186,51,5.8125,"NO"
17,3,13,0,14,15,49,46,10,991,136,21.5435,684,199,14.8696,307,133,6.67391,"YES"
7,1,5,0,1,3,16,8,4,167,96,20.875,115,96,14.375,52,32,6.5,"NO"
1,2,2,0,1,1,3,3,2,42,28,14,35,28,11.6667,7,7,2.33333,"NO"
4,2,5,0,2,1,9,5,3,18,15,3.6,9,5,1.8,9,10,1.8,"NO"
10,1,19,0,6,1,51,5,5,13,6,2.6,12,5,2.4,1,1,0.2,"NO"
4,2,4,0,5,1,14,3,2,73,59,24.3333,66,59,22,7,7,2.33333,"NO"
15,1,47,0,4,6,71,1,1,1,1,1,1,1,1,0,0,0,"NO"
11,1,12,0,6,10,77,3,1,16,11,5.33333,11,6,3.66667,5,5,1.66667,"NO"
17,2,23,0,7,55,96,2,1,11,10,5.5,4,3,2,7,7,3.5,"NO"
10,1,10,0,2,15,45,1,1,1,1,1,1,1,1,0,0,0,"NO"
4,1,6,0,4,3,21,2,1,8,7,4,8,7,4,0,0,0,"NO"
79,1,150,0,17,36,427,14,2,699,298,49.9286,292,99,20.8571,407,232,29.0714,"YES"
23,2,41,0,8,91,97,22,9,307,110,13.9545,286,78,13,21,82,0.954545,"NO"
22,1,52,0,11,15,147,15,7,192,117,12.8,146,60,9.73333,46,57,3.06667,"NO"
39,2,75,1,15,190,182,16,1,244,70,15.25,153,27,9.5625,91,44,5.6875,"YES"
1,1,1,0,5,0,3,1,1,1,1,1,1,1,1,0,0,0,"NO"
10,2,17,0,3,28,58,3,1,116,114,38.6667,116,114,38.6667,0,0,0,"NO"
10,2,18,0,6,15,79,3,2,129,124,43,127,124,42.3333,2,2,0.666667,"NO"
54,2,101,2,17,190,295,10,3,232,65,23.2,23,10,2.3,209,62,20.9,"YES"
0,1,5,1,2,10,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
1,1,6,3,4,15,3,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,2,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,4,3,3,6,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
13,2,35,0,4,36,80,1,1,1,1,1,1,1,1,0,0,0,"NO"
3,2,6,0,2,3,16,1,1,1,1,1,1,1,1,0,0,0,"NO"
7,2,12,0,3,10,37,1,1,1,1,1,1,1,1,0,0,0,"NO"
7,2,22,0,3,15,37,1,1,1,1,1,1,1,1,0,0,0,"NO"
2,1,4,0,3,1,7,1,1,1,1,1,1,1,1,0,0,0,"NO"
41,2,52,0,9,21,238,2,1,3,2,1.5,3,2,1.5,0,0,0,"NO"
5,1,15,0,10,6,21,15,7,231,71,15.4,143,34,9.53333,88,65,5.86667,"NO"
9,2,33,0,4,21,53,1,1,1,1,1,1,1,1,0,0,0,"NO"
18,2,35,0,14,3,130,2,1,3,2,1.5,11,10,5.5,-8,0,-4,"YES"
5,2,14,0,6,10,26,1,1,1,1,1,1,1,1,0,0,0,"NO"
177,1,263,0,34,2415,829,49,3,2311,644,47.1633,3683,2030,75.1633,-1372,218,-28,"YES"
2,1,4,0,3,1,13,5,1,36,19,7.2,705,688,141,-669,6,-133.8,"YES"
10,1,4,0,1,3,38,10,6,100,43,10,65,51,6.5,35,43,3.5,"YES"
32,1,52,0,18,78,107,25,11,398,110,15.92,238,51,9.52,160,77,6.4,"YES"
7,1,7,0,4,21,29,0,0,0,0,0,0,0,0,0,0,0,"NO"
18,1,46,0,11,3,86,4,3,7,5,1.75,7,3,1.75,0,2,0,"NO"
1,1,1,0,0,0,3,4,3,97,79,24.25,88,79,22,9,7,2.25,"NO"
5,2,9,0,4,10,19,1,1,1,1,1,1,1,1,0,0,0,"NO"
60,1,119,0,17,120,332,43,10,1011,273,23.5116,491,73,11.4186,520,200,12.093,"YES"
27,1,78,0,10,45,185,18,5,439,80,24.3889,238,56,13.2222,201,57,11.1667,"NO"
24,2,60,2,2,276,82,27,9,245,61,9.07407,164,50,6.07407,81,49,3,"NO"
0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"NO"
12,2,23,0,9,10,72,0,0,0,0,0,0,0,0,0,0,0,"NO"
0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,11,0,6,3,35,0,0,0,0,0,0,0,0,0,0,0,"NO"
0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,2,15,0,6,10,45,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,1,6,1,4,1,8,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,2,11,0,4,10,30,0,0,0,0,0,0,0,0,0,0,0,"NO"
10,1,10,0,4,3,56,2,1,17,16,8.5,9,8,4.5,8,8,4,"NO"
43,2,53,0,14,45,229,2,1,61,60,30.5,41,40,20.5,20,20,10,"NO"
22,2,25,0,7,55,96,2,1,50,49,25,22,21,11,28,28,14,"NO"
5,2,6,0,2,10,13,1,1,1,1,1,1,1,1,0,0,0,"NO"
2,4,3,0,1,0,7,4,2,15,6,3.75,11,5,2.75,4,4,1,"NO"
1,2,2,0,1,1,3,2,2,7,6,3.5,6,5,3,1,1,0.5,"NO"
11,1,28,3,19,66,31,7,1,35,13,5,4,2,0.571429,31,13,4.42857,"NO"
66,1,130,0,17,91,319,23,4,792,405,34.4348,356,203,15.4783,436,202,18.9565,"YES"
18,1,22,0,2,6,46,6,5,66,52,11,17,5,2.83333,49,47,8.16667,"NO"
8,1,6,0,9,3,20,13,6,175,89,13.4615,30,8,2.30769,145,83,11.1538,"NO"
39,1,84,1,8,253,189,22,7,230,106,10.4545,133,28,6.04545,97,79,4.40909,"NO"
48,1,124,6,153,1225,214,95,13,1990,132,20.9474,1099,202,11.5684,891,98,9.37895,"YES"
484,1,908,4,91,7875,2630,166,14,8602,1221,51.8193,4215,499,25.3916,4387,722,26.4277,"YES"
6,1,6,0,4,3,29,1,1,1,1,1,1,1,1,0,0,0,"NO"
1,1,6,1,2,15,3,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,4,1,1,6,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,4,1,2,6,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,5,1,2,10,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
0,1,4,1,2,6,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
3,1,7,0,8,3,12,2,1,2,1,1,2,1,1,0,0,0,"NO"
6,3,7,0,2,15,20,3,1,17,13,5.66667,7,5,2.33333,10,8,3.33333,"NO"
4,3,4,1,6,6,17,2,1,5,4,2.5,19,18,9.5,-14,0,-7,"NO"
58,2,79,2,6,136,258,10,1,162,56,16.2,36,17,3.6,126,48,12.6,"NO"
15,1,8,0,4,1,76,1,1,1,1,1,1,1,1,0,0,0,"YES"
1,1,7,1,1,15,3,8,1,72,19,9,24,13,3,48,18,6,"NO"
0,1,2,3,1,1,0,4,1,10,5,2.5,7,3,1.75,3,3,0.75,"NO"
7,3,6,0,2,10,28,3,3,10,6,3.33333,12,6,4,-2,1,-0.666667,"NO"
31,1,33,1,6,45,140,3,1,277,273,92.3333,275,273,91.6667,2,2,0.666667,"NO"
18,1,19,1,5,15,66,2,1,152,151,76,152,151,76,0,0,0,"NO"
57,2,84,0,9,378,215,35,9,711,203,20.3143,771,433,22.0286,-60,196,-1.71429,"YES"
75,3,124,1,14,435,300,7,3,692,475,98.8571,514,475,73.4286,178,133,25.4286,"YES"
22,2,49,0,6,66,74,12,6,223,160,18.5833,318,199,26.5,-95,18,-7.91667,"NO"
23,2,37,0,5,21,125,1,1,1,1,1,1,1,1,0,0,0,"NO"
8,2,12,0,5,10,32,1,1,1,1,1,1,1,1,0,0,0,"NO"
6,2,7,0,2,15,13,1,1,1,1,1,1,1,1,0,0,0,"NO"
67,2,156,0,10,325,267,22,7,413,118,18.7727,138,23,6.27273,275,113,12.5,"NO"
23,1,21,0,14,55,76,6,2,397,167,66.1667,312,163,52,85,42,14.1667,"NO"
10,2,14,0,2,10,35,2,2,2,1,1,2,1,1,0,0,0,"NO"
0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,"NO"
2,4,3,0,2,1,6,1,1,1,1,1,1,1,1,0,0,0,"NO"
4,4,6,0,3,3,9,1,1,1,1,1,1,1,1,0,0,0,"NO"
