"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
4,4,7,0,3,0,130,6,3,118,65,19.6666666666667,123,0,20.5,-5,23,-0.833333333333333,"NO"
7,5,17,0,5,0,107,4,3,215,176,53.75,24,0,6,191,176,47.75,"NO"
8,5,26,0,6,0,164,4,3,278,227,69.5,27,0,6.75,251,227,62.75,"NO"
7,5,18,0,5,0,126,4,3,216,178,54,23,0,5.75,193,178,48.25,"NO"
7,5,19,0,5,1,285,4,3,258,218,64.5,22,0,5.5,236,218,59,"NO"
9,1,38,0,14,12,310,4,3,237,234,59.25,2,0,0.5,235,234,58.75,"NO"
3,1,19,0,5,1,89,2,2,103,103,51.5,0,0,0,103,103,51.5,"NO"
9,2,50,0,12,24,288,8,5,1250,1169,156.25,93,0,11.625,1157,1169,144.625,"NO"
4,1,21,0,6,6,91,1,1,67,67,67,32,0,32,35,35,35,"NO"
1,1,1,0,8,0,1,1,1,19,19,19,44,0,44,-25,0,-25,"NO"
5,1,7,1,5,6,32,1,1,37,37,37,32,0,32,5,5,5,"NO"
3,2,8,0,3,0,32,1,1,31,31,31,38,0,38,-7,0,-7,"NO"
3,1,19,0,3,0,104,2,1,62,58,31,35,0,17.5,27,26,13.5,"NO"
3,2,18,0,1,0,274,3,2,284,265,94.6666666666667,6,0,2,278,265,92.6666666666667,"NO"
5,2,37,0,5,4,250,10,6,302,240,30.2,65,0,6.5,237,240,23.7,"NO"
40,3,99,1,17,664,855,13,5,518,199,39.8461538461538,164,0,12.6153846153846,354,150,27.2307692307692,"YES"
19,3,117,0,16,35,849,32,10,452,87,14.125,152,0,4.75,300,80,9.375,"YES"
10,3,61,0,7,37,758,12,5,53,15,4.41666666666667,21,0,1.75,32,14,2.66666666666667,"NO"
20,3,67,0,14,130,812,21,7,459,99,21.8571428571429,160,0,7.61904761904762,299,95,14.2380952380952,"NO"
3,4,24,0,5,3,163,8,4,45,37,5.625,52,0,6.5,-7,2,-0.875,"NO"
2,4,14,0,5,1,66,9,5,26,17,2.88888888888889,73,0,8.11111111111111,-47,2,-5.22222222222222,"NO"
5,3,13,0,5,4,71,3,3,143,129,47.6666666666667,6,0,2,137,129,45.6666666666667,"NO"
6,3,34,0,5,0,237,7,4,323,255,46.1428571428571,86,0,12.2857142857143,237,255,33.8571428571429,"NO"
6,3,30,0,3,0,1262,11,5,57,21,5.18181818181818,31,0,2.81818181818182,26,8,2.36363636363636,"NO"
10,3,33,0,9,3,145,13,6,90,33,6.92307692307692,38,0,2.92307692307692,52,24,4,"NO"
15,4,72,0,11,39,683,23,8,559,416,24.304347826087,112,0,4.8695652173913,447,416,19.4347826086957,"NO"
17,5,57,0,15,22,298,13,5,83,26,6.38461538461539,30,0,2.30769230769231,53,22,4.07692307692308,"NO"
12,3,64,0,11,0,581,6,3,626,510,104.333333333333,102,0,17,524,510,87.3333333333333,"NO"
4,3,16,0,5,0,95,10,7,31,10,3.1,14,0,1.4,17,7,1.7,"NO"
27,3,87,1,18,217,919,24,8,245,58,10.2083333333333,90,0,3.75,155,32,6.45833333333333,"NO"
8,4,37,0,7,4,277,4,3,21,14,5.25,10,0,2.5,11,8,2.75,"NO"
6,3,22,0,5,1,137,3,2,19,12,6.33333333333333,10,0,3.33333333333333,9,6,3,"NO"
1,4,2,0,2,0,4,13,7,83,29,6.38461538461539,302,0,23.2307692307692,-219,22,-16.8461538461538,"NO"
15,3,47,2,10,73,452,9,4,139,98,15.4444444444444,17,0,1.88888888888889,122,97,13.5555555555556,"NO"
21,4,56,0,11,24,715,14,5,123,51,8.78571428571429,76,0,5.42857142857143,47,32,3.35714285714286,"NO"
4,3,17,0,3,4,152,5,4,29,13,5.8,13,0,2.6,16,11,3.2,"NO"
6,4,33,0,10,0,511,15,6,99,47,6.6,81,0,5.4,18,7,1.2,"NO"
4,3,9,0,5,2,48,3,3,124,111,41.3333333333333,4,0,1.33333333333333,120,111,40,"NO"
7,6,32,0,9,13,150,14,8,58,19,4.14285714285714,34,0,2.42857142857143,24,7,1.71428571428571,"YES"
7,3,21,0,7,0,144,14,7,28,7,2,16,0,1.14285714285714,12,5,0.857142857142857,"NO"
10,3,42,0,6,21,369,11,4,50,13,4.54545454545455,24,0,2.18181818181818,26,10,2.36363636363636,"NO"
27,3,80,1,19,249,607,21,8,159,41,7.57142857142857,58,0,2.76190476190476,101,28,4.80952380952381,"YES"
24,1,85,0,31,218,708,23,7,322,64,14,199,0,8.65217391304348,123,64,5.34782608695652,"YES"
10,1,47,0,10,11,329,11,3,117,87,10.6363636363636,26,0,2.36363636363636,91,72,8.27272727272727,"YES"
16,4,56,2,19,48,757,17,5,75,17,4.41176470588235,28,0,1.64705882352941,47,13,2.76470588235294,"NO"
5,1,5,0,11,10,5,2,2,7,5,3.5,6,0,3,1,1,0.5,"NO"
8,1,22,0,8,0,141,5,2,34,16,6.8,43,0,8.6,-9,4,-1.8,"NO"
8,3,17,0,4,18,112,14,7,58,26,4.14285714285714,10,0,0.714285714285714,48,26,3.42857142857143,"NO"
9,3,53,1,11,16,457,16,7,354,233,22.125,250,0,15.625,104,204,6.5,"YES"
6,3,16,0,6,5,95,8,5,38,16,4.75,16,0,2,22,14,2.75,"NO"
18,4,82,0,12,83,1238,20,6,231,41,11.55,238,0,11.9,-7,33,-0.35,"YES"
3,4,20,0,4,3,124,9,5,31,16,3.44444444444444,49,0,5.44444444444444,-18,4,-2,"NO"
2,4,12,0,4,1,55,12,5,34,9,2.83333333333333,76,0,6.33333333333333,-42,6,-3.5,"NO"
14,3,33,0,8,65,404,13,6,100,64,7.69230769230769,28,0,2.15384615384615,72,63,5.53846153846154,"NO"
6,3,19,0,8,0,88,11,6,247,212,22.4545454545455,102,0,9.27272727272727,145,212,13.1818181818182,"YES"
26,3,54,1,9,225,539,3,2,509,440,169.666666666667,22,0,7.33333333333333,487,440,162.333333333333,"NO"
21,5,83,2,15,142,799,31,9,542,158,17.4838709677419,300,0,9.67741935483871,242,86,7.80645161290323,"NO"
31,3,103,0,20,209,673,17,6,202,40,11.8823529411765,63,0,3.70588235294118,139,39,8.17647058823529,"YES"
72,4,116,0,27,2338,900,36,8,608,88,16.8888888888889,288,0,8,320,62,8.88888888888889,"NO"
81,3,213,0,35,2518,2199,40,8,1260,500,31.5,415,0,10.375,845,466,21.125,"YES"
2,1,30,0,5,0,186,4,3,26,14,6.5,8,0,2,18,11,4.5,"NO"
12,1,22,0,3,44,156,5,3,36,12,7.2,17,0,3.4,19,7,3.8,"NO"
8,3,39,0,2,10,282,9,4,38,20,4.22222222222222,22,0,2.44444444444444,16,11,1.77777777777778,"NO"
7,3,36,0,7,0,261,18,8,345,205,19.1666666666667,107,0,5.94444444444444,238,205,13.2222222222222,"NO"
4,3,39,0,8,0,200,7,4,191,180,27.2857142857143,6,0,0.857142857142857,185,180,26.4285714285714,"NO"
7,2,15,2,9,1,92,4,3,12,9,3,5,0,1.25,7,6,1.75,"NO"
2,2,9,0,9,1,31,2,2,5,3,2.5,7,0,3.5,-2,0,-1,"NO"
17,1,71,0,7,14,569,30,7,811,348,27.0333333333333,405,0,13.5,406,191,13.5333333333333,"NO"
1,3,2,0,5,0,5,4,3,4,1,1,6,0,1.5,-2,0,-0.5,"NO"
6,3,32,0,9,0,216,1,1,226,226,226,0,0,0,226,226,226,"NO"
36,3,84,11,35,0,302,11,4,195,168,17.7272727272727,14,0,1.27272727272727,181,167,16.4545454545455,"NO"
3,3,14,0,3,1,82,11,5,51,16,4.63636363636364,32,0,2.90909090909091,19,13,1.72727272727273,"NO"
5,4,46,0,11,10,587,19,6,129,33,6.78947368421053,68,0,3.57894736842105,61,21,3.21052631578947,"NO"
8,3,21,2,5,18,145,9,5,75,33,8.33333333333333,47,0,5.22222222222222,28,32,3.11111111111111,"NO"
3,3,21,0,6,0,146,10,6,36,10,3.6,24,0,2.4,12,7,1.2,"NO"
10,3,36,0,11,0,236,8,5,52,26,6.5,13,0,1.625,39,24,4.875,"NO"
16,3,48,0,13,58,480,17,8,333,111,19.5882352941176,167,0,9.82352941176471,166,80,9.76470588235294,"NO"
5,2,20,0,1,0,106,4,2,149,138,37.25,20,0,5,129,138,32.25,"YES"
30,3,77,0,12,365,717,18,8,291,169,16.1666666666667,58,0,3.22222222222222,233,162,12.9444444444444,"NO"
13,1,20,2,9,46,111,3,2,5,4,1.66666666666667,3,0,1,2,2,0.666666666666667,"YES"
9,3,34,0,9,10,214,11,7,79,35,7.18181818181818,43,0,3.90909090909091,36,13,3.27272727272727,"NO"
16,1,36,0,6,58,363,5,3,67,32,13.4,47,0,9.4,20,11,4,"NO"
5,3,17,0,4,0,99,4,2,7,3,1.75,5,0,1.25,2,1,0.5,"NO"
22,4,92,0,9,129,837,16,6,266,98,16.625,85,0,5.3125,181,82,11.3125,"YES"
48,4,108,0,25,964,816,12,6,230,112,19.1666666666667,60,0,5,170,71,14.1666666666667,"NO"
18,4,90,0,13,87,778,21,6,330,102,15.7142857142857,397,0,18.9047619047619,-67,46,-3.19047619047619,"YES"
2,4,5,0,1,1,10,13,8,101,28,7.76923076923077,270,0,20.7692307692308,-169,26,-13,"NO"
4,3,16,0,6,0,46,7,5,37,24,5.28571428571429,9,0,1.28571428571429,28,23,4,"NO"
18,3,56,0,10,119,460,14,6,124,56,8.85714285714286,53,0,3.78571428571429,71,54,5.07142857142857,"NO"
10,3,20,0,2,21,130,9,6,37,23,4.11111111111111,26,0,2.88888888888889,11,13,1.22222222222222,"NO"
4,1,10,0,1,2,93,5,2,38,34,7.6,7,0,1.4,31,31,6.2,"NO"
11,4,83,0,17,11,671,16,7,399,98,24.9375,100,0,6.25,299,84,18.6875,"YES"
3,2,10,0,1,0,67,5,3,13,9,2.6,5,0,1,8,8,1.6,"NO"
2,6,4,0,4,1,11,8,4,25,16,3.125,7,0,0.875,18,14,2.25,"NO"
6,3,14,0,5,1,75,2,2,167,153,83.5,3,0,1.5,164,153,82,"NO"
8,3,37,0,10,0,315,15,5,66,19,4.4,38,0,2.53333333333333,28,15,1.86666666666667,"NO"
1,5,2,0,1,0,4,7,4,6,2,0.857142857142857,5,0,0.714285714285714,1,2,0.142857142857143,"NO"
4,3,22,0,6,0,142,16,8,252,86,15.75,105,0,6.5625,147,79,9.1875,"NO"
2,6,4,0,4,1,11,7,4,28,20,4,5,0,0.714285714285714,23,19,3.28571428571429,"NO"
10,3,24,2,7,29,162,12,5,106,27,8.83333333333333,88,0,7.33333333333333,18,24,1.5,"NO"
3,4,22,0,8,0,104,14,6,224,100,16,197,0,14.0714285714286,27,98,1.92857142857143,"NO"
11,3,37,0,14,19,317,13,6,103,47,7.92307692307692,45,0,3.46153846153846,58,30,4.46153846153846,"NO"
7,3,17,0,6,1,138,12,6,286,174,23.8333333333333,72,0,6,214,174,17.8333333333333,"NO"
9,6,34,0,9,28,166,13,8,80,38,6.15384615384615,27,0,2.07692307692308,53,36,4.07692307692308,"YES"
3,1,3,0,1,3,4,10,6,60,36,6,27,0,2.7,33,32,3.3,"NO"
1,1,1,0,2,0,1,2,1,66,62,33,1,0,0.5,65,62,32.5,"NO"
1,1,1,0,2,0,1,2,1,63,59,31.5,1,0,0.5,62,59,31,"NO"
26,4,89,0,18,219,881,21,6,420,173,20,137,0,6.52380952380952,283,154,13.4761904761905,"YES"
9,3,41,0,4,14,334,3,2,317,247,105.666666666667,51,0,17,266,247,88.6666666666667,"YES"
34,4,138,1,25,421,1740,32,9,447,101,13.96875,239,0,7.46875,208,76,6.5,"YES"
2,1,2,0,4,1,2,4,3,6,2,1.5,4,0,1,2,1,0.5,"NO"
4,1,23,0,13,6,195,10,4,70,41,7,30,0,3,40,32,4,"NO"
19,1,92,8,23,81,899,23,6,241,31,10.4782608695652,135,0,5.8695652173913,106,27,4.60869565217391,"YES"
3,2,26,0,9,3,147,10,6,20,5,2,12,0,1.2,8,4,0.8,"NO"
3,2,20,0,8,3,151,7,4,32,20,4.57142857142857,16,0,2.28571428571429,16,11,2.28571428571429,"NO"
2,2,13,0,7,1,66,6,3,19,7,3.16666666666667,9,0,1.5,10,5,1.66666666666667,"NO"
2,2,14,0,6,1,44,5,3,31,24,6.2,28,0,5.6,3,22,0.6,"NO"
2,2,26,0,9,1,248,12,5,48,15,4,16,0,1.33333333333333,32,14,2.66666666666667,"NO"
2,2,20,0,9,1,132,8,4,21,5,2.625,6,0,0.75,15,5,1.875,"NO"
4,2,26,0,10,6,195,9,5,30,13,3.33333333333333,15,0,1.66666666666667,15,6,1.66666666666667,"NO"
2,2,9,0,6,1,33,4,3,5,3,1.25,4,0,1,1,2,0.25,"NO"
2,3,7,0,3,1,23,2,2,3,2,1.5,2,0,1,1,1,0.5,"NO"
1,1,1,0,18,0,1,2,2,2,1,1,2,0,1,0,0,0,"NO"
18,2,23,5,18,0,110,13,4,81,20,6.23076923076923,57,0,4.38461538461539,24,14,1.84615384615385,"NO"
5,1,9,0,3,0,64,2,1,113,111,56.5,1,0,0.5,112,111,56,"NO"
6,1,11,0,3,1,74,4,2,39,34,9.75,6,0,1.5,33,31,8.25,"NO"
4,1,13,0,4,0,60,8,4,193,176,24.125,66,0,8.25,127,176,15.875,"NO"
4,2,15,0,4,0,109,4,3,122,107,30.5,7,0,1.75,115,107,28.75,"YES"
3,2,7,0,4,0,33,2,2,92,91,46,1,0,0.5,91,91,45.5,"NO"
3,2,7,0,5,1,29,3,2,84,79,28,3,0,1,81,79,27,"NO"
3,2,7,0,4,0,29,2,2,92,91,46,1,0,0.5,91,91,45.5,"NO"
2,3,8,0,3,1,33,2,2,3,2,1.5,2,0,1,1,1,0.5,"NO"
2,3,7,0,3,1,23,2,2,3,2,1.5,2,0,1,1,1,0.5,"NO"
13,1,23,0,14,68,308,15,7,256,114,17.0666666666667,99,0,6.6,157,103,10.4666666666667,"NO"
4,2,12,0,4,0,70,2,1,107,98,53.5,6,0,3,101,98,50.5,"NO"
9,1,18,0,4,14,88,5,3,135,114,27,25,0,5,110,114,22,"NO"
11,1,34,0,4,0,312,14,3,363,281,25.9285714285714,107,0,7.64285714285714,256,281,18.2857142857143,"NO"
15,3,77,0,16,69,504,15,4,564,353,37.6,126,0,8.4,438,353,29.2,"NO"
4,1,23,0,3,4,174,6,3,159,121,26.5,25,0,4.16666666666667,134,121,22.3333333333333,"NO"
21,3,73,0,8,74,669,7,4,593,535,84.7142857142857,86,0,12.2857142857143,507,535,72.4285714285714,"YES"
7,1,11,0,1,7,98,1,1,105,105,105,0,0,0,105,105,105,"NO"
6,1,11,0,2,3,54,2,2,149,105,74.5,17,0,8.5,132,105,66,"NO"
5,1,7,0,2,4,39,3,3,115,100,38.3333333333333,16,0,5.33333333333333,99,100,33,"NO"
2,4,4,0,4,0,16,4,3,103,95,25.75,14,0,3.5,89,95,22.25,"NO"
3,2,12,0,5,3,40,10,3,218,84,21.8,120,0,12,98,84,9.8,"NO"
7,1,11,0,3,3,53,3,3,165,127,55,30,0,10,135,127,45,"NO"
23,3,73,1,14,151,668,13,8,745,529,57.3076923076923,217,0,16.6923076923077,528,529,40.6153846153846,"YES"
15,1,29,1,6,87,190,5,4,273,173,54.6,38,0,7.6,235,173,47,"NO"
9,2,20,0,5,0,141,4,4,228,168,57,48,0,12,180,168,45,"YES"
3,2,38,0,6,3,198,6,5,216,175,36,46,0,7.66666666666667,170,175,28.3333333333333,"NO"
16,1,56,3,15,86,375,14,5,65,27,4.64285714285714,112,0,8,-47,14,-3.35714285714286,"NO"
3,2,19,0,7,3,93,5,4,13,10,2.6,12,0,2.4,1,2,0.2,"NO"
4,1,4,0,6,6,4,4,4,7,4,1.75,6,0,1.5,1,1,0.25,"NO"
3,1,14,0,7,3,88,5,4,8,6,1.6,26,0,5.2,-18,2,-3.6,"NO"
3,2,22,0,8,3,152,4,4,17,14,4.25,11,0,2.75,6,5,1.5,"NO"
5,2,24,0,11,10,133,6,4,30,16,5,17,0,2.83333333333333,13,11,2.16666666666667,"NO"
41,3,102,2,52,560,698,6,4,279,159,46.5,55,0,9.16666666666667,224,158,37.3333333333333,"NO"
10,3,31,0,9,15,166,5,2,89,52,17.8,92,0,18.4,-3,35,-0.6,"NO"
28,1,57,0,31,266,602,7,4,164,122,23.4285714285714,10,0,1.42857142857143,154,121,22,"NO"
27,1,60,0,10,145,401,19,6,110,23,5.78947368421053,70,0,3.68421052631579,40,23,2.10526315789474,"NO"
5,1,6,0,1,0,30,2,1,98,97,49,1,0,0.5,97,97,48.5,"NO"
10,2,24,13,22,19,146,2,2,8,7,4,6,0,3,2,2,1,"NO"
2,3,8,0,3,1,28,6,5,11,5,1.83333333333333,10,0,1.66666666666667,1,2,0.166666666666667,"NO"
3,4,8,0,7,3,27,7,3,328,313,46.8571428571429,243,0,34.7142857142857,85,313,12.1428571428571,"NO"
8,1,14,26,46,20,87,6,3,57,28,9.5,14,0,2.33333333333333,43,22,7.16666666666667,"NO"
3,1,9,1,7,0,47,1,1,1,1,1,1,0,1,0,0,0,"NO"
8,3,31,0,9,0,181,5,3,4,2,0.8,3,0,0.6,1,1,0.2,"NO"
3,4,8,2,30,3,27,12,4,60,14,5,282,0,23.5,-222,14,-18.5,"NO"
16,3,29,0,22,0,135,5,2,170,139,34,3,0,0.6,167,139,33.4,"NO"
19,3,61,0,11,121,503,11,4,80,35,7.27272727272727,47,0,4.27272727272727,33,22,3,"NO"
5,1,13,0,6,0,69,7,3,66,54,9.42857142857143,54,0,7.71428571428571,12,12,1.71428571428571,"NO"
3,1,7,0,0,0,19,1,1,88,88,88,0,0,0,88,88,88,"NO"
11,3,40,0,14,17,286,5,4,15,8,3,12,0,2.4,3,3,0.6,"NO"
7,1,8,0,20,3,43,2,2,89,89,44.5,0,0,0,89,89,44.5,"NO"
1,1,1,0,5,0,1,3,2,65,65,21.6666666666667,2,0,0.666666666666667,63,65,21,"NO"
28,3,96,0,44,286,1047,19,5,198,46,10.4210526315789,69,0,3.63157894736842,129,45,6.78947368421053,"NO"
21,3,62,0,12,134,630,14,6,58,21,4.14285714285714,19,0,1.35714285714286,39,21,2.78571428571429,"NO"
5,1,11,1,28,4,54,5,2,3,1,0.6,3,0,0.6,0,0,0,"NO"
6,3,21,0,8,1,95,12,5,195,161,16.25,39,0,3.25,156,161,13,"NO"
4,3,15,0,4,0,70,11,4,73,55,6.63636363636364,71,0,6.45454545454545,2,12,0.181818181818182,"NO"
21,3,82,0,10,184,719,10,5,531,413,53.1,118,0,11.8,413,330,41.3,"YES"
11,5,30,0,13,5,168,6,5,32,20,5.33333333333333,4,0,0.666666666666667,28,20,4.66666666666667,"YES"
6,2,11,0,3,13,68,3,2,2,1,0.666666666666667,2,0,0.666666666666667,0,0,0,"NO"
3,5,14,1,6,3,52,1,1,111,111,111,0,0,0,111,111,111,"NO"
4,4,5,5,9,0,18,2,2,123,121,61.5,2,0,1,121,121,60.5,"NO"
6,3,8,5,15,3,39,2,2,145,143,72.5,0,0,0,145,143,72.5,"NO"
23,4,40,4,19,223,179,2,2,328,312,164,36,0,18,292,312,146,"NO"
7,5,28,0,9,0,215,2,2,211,197,105.5,7,0,3.5,204,197,102,"NO"
11,5,38,0,11,1,391,2,2,287,250,143.5,5,0,2.5,282,250,141,"NO"
7,4,25,0,13,0,201,2,2,206,186,103,14,0,7,192,186,96,"NO"
7,5,26,0,8,0,261,2,2,211,209,105.5,2,0,1,209,209,104.5,"NO"
0,1,0,0,4,0,0,2,2,81,78,40.5,3,0,1.5,78,78,39,"NO"
10,4,36,0,16,3,246,2,2,246,213,123,16,0,8,230,213,115,"NO"
1,1,1,0,15,0,1,1,1,85,85,85,0,0,0,85,85,85,"NO"
8,5,23,0,9,0,198,2,2,200,195,100,5,0,2.5,195,195,97.5,"NO"
4,5,15,0,5,0,83,1,1,135,135,135,0,0,0,135,135,135,"NO"
3,5,14,1,6,3,52,1,1,112,112,112,0,0,0,112,112,112,"NO"
3,6,11,0,6,3,37,1,1,99,99,99,0,0,0,99,99,99,"NO"
3,5,14,0,5,3,52,1,1,112,112,112,0,0,0,112,112,112,"NO"
7,4,25,0,13,0,199,2,2,223,208,111.5,13,0,6.5,210,208,105,"NO"
9,6,24,0,10,36,104,1,1,73,73,73,82,0,82,-9,0,-9,"NO"
19,1,19,0,19,171,19,2,2,193,178,96.5,10,0,5,183,178,91.5,"NO"
3,1,3,0,3,3,3,1,1,86,86,86,0,0,0,86,86,86,"NO"
11,1,26,0,3,53,725,2,2,564,564,282,10,0,5,554,564,277,"NO"
8,5,28,0,10,0,365,2,2,321,313,160.5,8,0,4,313,313,156.5,"NO"
3,1,12,0,3,3,90,2,2,138,96,69,2,0,1,136,96,68,"NO"
8,1,40,0,1,18,464,7,3,107,45,15.2857142857143,39,0,5.57142857142857,68,43,9.71428571428571,"NO"
7,1,20,0,1,19,197,5,3,231,175,46.2,9,0,1.8,222,175,44.4,"NO"
3,1,3,0,19,3,3,1,1,3,3,3,3,0,3,0,0,0,"NO"
29,1,120,0,28,396,1348,23,5,510,103,22.1739130434783,89,0,3.8695652173913,421,100,18.304347826087,"YES"
4,1,7,0,2,6,20,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,1,15,1,3,0,137,1,1,1,1,1,1,0,1,0,0,0,"NO"
4,1,5,0,4,6,16,0,0,0,0,0,0,0,0,0,0,0,"NO"
8,1,21,0,2,26,89,1,1,183,183,183,0,0,0,183,183,183,"NO"
11,1,26,0,15,31,361,4,3,377,235,94.25,10,0,2.5,367,235,91.75,"NO"
2,3,3,0,0,1,7,2,1,87,86,43.5,1,0,0.5,86,86,43,"NO"
6,1,14,0,3,5,131,4,2,151,150,37.75,2,0,0.5,149,150,37.25,"NO"
4,1,5,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,6,0,1,1,20,6,4,88,85,14.6666666666667,5,0,0.833333333333333,83,85,13.8333333333333,"NO"
5,1,20,0,4,0,144,2,2,2,1,1,2,0,1,0,0,0,"NO"
3,1,24,0,11,1,264,8,3,26,7,3.25,24,0,3,2,6,0.25,"NO"
6,1,24,0,14,15,116,4,2,135,82,33.75,2,0,0.5,133,82,33.25,"NO"
6,1,8,0,1,0,43,1,1,101,101,101,0,0,0,101,101,101,"NO"
1,1,1,0,3,0,1,2,1,71,70,35.5,1,0,0.5,70,70,35,"NO"
7,1,22,0,3,0,111,2,1,124,124,62,0,0,0,124,124,62,"NO"
8,1,18,0,3,10,108,2,1,167,160,83.5,0,0,0,167,160,83.5,"NO"
3,3,6,2,6,1,25,1,1,87,87,87,0,0,0,87,87,87,"NO"
1,1,1,0,5,0,3,5,2,27,14,5.4,31,0,6.2,-4,11,-0.8,"NO"
4,2,12,0,6,6,71,8,3,69,36,8.625,44,0,5.5,25,10,3.125,"NO"
6,1,6,0,7,15,10,6,3,61,55,10.1666666666667,19,0,3.16666666666667,42,52,7,"NO"
4,1,11,1,5,6,62,5,2,25,22,5,5,0,1,20,20,4,"NO"
3,1,4,0,0,3,20,4,2,18,14,4.5,38,0,9.5,-20,0,-5,"NO"
1,1,1,0,2,0,2064,3,3,2,1,0.666666666666667,2,0,0.666666666666667,0,0,0,"NO"
32,2,40,0,4,330,2014,11,5,218,74,19.8181818181818,175,0,15.9090909090909,43,35,3.90909090909091,"NO"
33,2,43,0,6,322,4244,11,5,276,220,25.0909090909091,171,0,15.5454545454545,105,107,9.54545454545454,"NO"
7,1,8,0,2,0,1082,4,4,4,2,1,3,0,0.75,1,1,0.25,"NO"
1,4,3,0,1,0,6,2,2,76,72,38,0,0,0,76,72,38,"NO"
