"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
10,1,17,0,1,21,53,2,1,1,1,0.5,0,0,0,1,1,0.5,"NO"
8,1,27,0,13,10,41,2,1,0,0,0,0,0,0,0,0,0,"NO"
43,1,49,0,5,91,205,2,1,0,0,0,0,0,0,0,0,0,"NO"
37,1,42,0,7,36,192,1,1,0,0,0,0,0,0,0,0,0,"NO"
3,1,4,0,1,6,9,2,1,5,5,2.5,2,2,1,3,3,1.5,"NO"
10,1,14,0,5,28,37,1,1,0,0,0,0,0,0,0,0,0,"NO"
2,1,6,0,0,1,18,3,1,6,5,2,2,1,0.666667,4,4,1.33333,"NO"
5,1,13,0,0,10,71,4,2,7,5,1.75,3,1,0.75,4,4,1,"NO"
3,1,5,0,2,3,11,3,2,5,4,1.66667,2,1,0.666667,3,3,1,"NO"
8,1,11,0,1,6,28,2,1,4,4,2,1,1,0.5,3,3,1.5,"NO"
8,1,11,0,1,6,29,2,1,4,4,2,1,1,0.5,3,3,1.5,"NO"
6,1,10,0,1,6,23,2,1,4,4,2,1,1,0.5,3,3,1.5,"NO"
1,1,2,0,0,0,3,2,1,0,0,0,2,2,1,-2,0,-1,"NO"
23,1,45,0,1,105,122,3,1,7,5,2.33333,3,2,1,4,4,1.33333,"NO"
10,1,30,0,9,21,72,6,2,34,12,5.66667,28,21,4.66667,6,12,1,"NO"
9,1,11,0,0,10,32,2,1,4,4,2,1,1,0.5,3,3,1.5,"NO"
7,1,8,0,1,1,18,2,1,4,4,2,1,1,0.5,3,3,1.5,"NO"
4,1,3,0,1,0,31,11,2,34,13,3.09091,43,15,3.90909,-9,3,-0.818182,"NO"
1,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"NO"
18,2,45,3,20,210,67,6,2,17,7,2.83333,43,32,7.16667,-26,3,-4.33333,"NO"
3,2,3,0,6,3,12,3,1,65,65,21.6667,65,65,21.6667,0,65,0,"NO"
22,2,47,0,12,78,99,23,2,106,19,4.6087,82,19,3.56522,24,6,1.04348,"NO"
17,1,32,0,6,66,84,15,2,101,34,6.73333,99,38,6.6,2,6,0.133333,"NO"
23,1,68,0,9,136,106,11,2,65,15,5.90909,33,10,3,32,11,2.90909,"NO"
27,1,58,0,60,120,115,14,2,194,80,13.8571,148,56,10.5714,46,77,3.28571,"YES"
25,1,54,0,7,78,101,24,2,116,26,4.83333,89,11,3.70833,27,15,1.125,"YES"
3,1,3,0,3,3,10,6,2,9,4,1.5,11,4,1.83333,-2,2,-0.333333,"NO"
64,1,124,0,38,300,218,24,3,138,25,5.75,93,29,3.875,45,11,1.875,"NO"
20,2,32,0,10,105,65,12,2,41,9,3.41667,25,6,2.08333,16,8,1.33333,"NO"
14,1,44,0,19,10,86,27,3,241,45,8.92593,172,26,6.37037,69,43,2.55556,"NO"
173,1,530,0,64,1830,989,69,3,2144,872,31.0725,1801,904,26.1015,343,141,4.97101,"YES"
8,2,12,0,5,28,29,9,2,20,5,2.22222,20,5,2.22222,0,3,0,"NO"
14,1,17,0,14,78,43,8,2,42,21,5.25,39,16,4.875,3,5,0.375,"NO"
19,1,22,0,5,1,37,10,3,29,6,2.9,24,6,2.4,5,3,0.5,"NO"
29,1,79,0,27,136,159,13,3,95,56,7.30769,140,36,10.7692,-45,24,-3.46154,"YES"
13,1,24,0,9,6,77,30,2,246,96,8.2,179,96,5.96667,67,96,2.23333,"YES"
7,1,24,0,12,3,50,26,3,214,56,8.23077,176,56,6.76923,38,56,1.46154,"YES"
5,1,36,0,16,6,59,25,2,370,202,14.8,340,202,13.6,30,202,1.2,"YES"
4,1,8,5,0,28,15,6,1,22,14,3.66667,23,14,3.83333,-1,3,-0.166667,"NO"
6,1,11,0,2,15,24,7,2,13,4,1.85714,11,5,1.57143,2,3,0.285714,"NO"
25,1,43,0,3,55,124,21,2,222,55,10.5714,171,33,8.14286,51,28,2.42857,"NO"
12,1,5,0,1,6,56,10,1,40,20,4,43,20,4.3,-3,1,-0.3,"NO"
7,1,7,0,1,10,25,7,1,12,5,1.71429,11,4,1.57143,1,4,0.142857,"NO"
60,2,150,0,23,91,303,14,2,215,108,15.3571,156,60,11.1429,59,94,4.21429,"YES"
32,1,55,0,4,153,125,27,3,282,80,10.4444,160,35,5.92593,122,78,4.51852,"NO"
8,1,19,0,8,6,37,18,2,62,15,3.44444,91,47,5.05556,-29,4,-1.61111,"YES"
46,1,125,0,45,378,226,36,3,181,32,5.02778,315,62,8.75,-134,13,-3.72222,"NO"
15,1,32,0,11,45,65,10,2,83,46,8.3,75,55,7.5,8,6,0.8,"NO"
1,1,3,0,3,1,3,4,1,8,4,2,8,5,2,0,3,0,"NO"
37,2,74,0,18,210,152,41,2,341,83,8.31707,315,43,7.68293,26,40,0.634146,"YES"
48,1,25,0,3,36,157,6,2,22,8,3.66667,22,8,3.66667,0,4,0,"NO"
16,1,20,0,6,45,49,17,2,78,20,4.58824,80,31,4.70588,-2,19,-0.117647,"NO"
20,1,26,0,9,15,55,25,2,81,20,3.24,67,16,2.68,14,5,0.56,"NO"
1,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"NO"
9,1,22,0,3,15,81,12,2,31,11,2.58333,30,11,2.5,1,3,0.0833333,"NO"
13,2,18,0,3,55,41,23,3,65,16,2.82609,82,13,3.56522,-17,10,-0.73913,"NO"
7,2,8,0,0,21,21,11,1,27,10,2.45455,29,5,2.63636,-2,8,-0.181818,"NO"
4,1,7,0,4,1,19,21,2,96,22,4.57143,166,43,7.90476,-70,19,-3.33333,"YES"
15,1,33,4,6,28,74,26,2,138,16,5.30769,120,17,4.61538,18,8,0.692308,"NO"
1,1,3,0,2,0,3,7,1,35,26,5,35,26,5,0,26,0,"NO"
11,1,22,0,7,6,40,38,3,174,46,4.57895,137,19,3.60526,37,27,0.973684,"NO"
4,2,10,0,6,3,22,32,3,97,14,3.03125,84,14,2.625,13,10,0.40625,"NO"
8,2,21,0,8,3,50,30,3,107,11,3.56667,109,21,3.63333,-2,10,-0.0666667,"NO"
9,1,17,0,5,6,31,41,3,273,40,6.65854,213,48,5.19512,60,35,1.46341,"NO"
15,2,32,0,10,15,60,11,2,23,6,2.09091,20,5,1.81818,3,3,0.272727,"NO"
22,2,47,0,10,66,117,30,4,172,40,5.73333,127,32,4.23333,45,13,1.5,"YES"
1,2,1,0,0,0,3,11,2,42,20,3.81818,40,26,3.63636,2,19,0.181818,"YES"
1,2,1,0,0,0,3,6,1,8,4,1.33333,8,4,1.33333,0,3,0,"NO"
1,1,2,0,0,0,3,2,1,0,0,0,2,2,1,-2,0,-1,"NO"
4,1,4,0,0,6,12,4,1,6,4,1.5,6,4,1.5,0,3,0,"NO"
4,1,7,0,1,6,16,5,1,9,4,1.8,13,4,2.6,-4,3,-0.8,"NO"
14,1,27,0,5,6,60,8,2,89,66,11.125,25,9,3.125,64,62,8,"NO"
5,1,9,2,3,1,21,10,2,26,5,2.6,26,5,2.6,0,3,0,"NO"
4,1,11,0,1,3,18,14,2,32,6,2.28571,35,6,2.5,-3,3,-0.214286,"NO"
2,1,2,1,0,1,4,2,2,4,4,2,1,1,0.5,3,3,1.5,"NO"
4,2,8,0,1,0,13,6,2,6,4,1,20,15,3.33333,-14,3,-2.33333,"YES"
2,2,7,0,5,0,12,4,3,7,4,1.75,4,2,1,3,3,0.75,"NO"
6,2,18,0,7,0,41,7,2,26,13,3.71429,34,18,4.85714,-8,3,-1.14286,"NO"
4,1,4,0,1,0,23,11,2,16,5,1.45455,14,4,1.27273,2,4,0.181818,"NO"
1,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"NO"
1,2,4,0,2,0,3,5,2,9,4,1.8,6,3,1.2,3,3,0.6,"NO"
4,2,8,0,1,0,13,3,2,4,4,1.33333,2,1,0.666667,2,3,0.666667,"YES"
31,1,87,0,20,136,377,79,3,1225,179,15.5063,634,71,8.02532,591,179,7.48101,"YES"
5,2,7,0,2,10,15,9,2,16,4,1.77778,14,4,1.55556,2,3,0.222222,"NO"
1,1,2,0,0,0,3,5,2,19,10,3.8,1,1,0.2,18,9,3.6,"NO"
3,2,7,0,5,1,10,8,1,30,15,3.75,20,5,2.5,10,14,1.25,"NO"
10,1,24,0,2,36,111,22,2,157,57,7.13636,645,511,29.3182,-488,29,-22.1818,"NO"
1,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"NO"
10,1,21,0,10,21,39,14,2,110,38,7.85714,43,6,3.07143,67,34,4.78571,"NO"
1,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"NO"
61,1,108,0,12,630,326,21,2,597,446,28.4286,710,446,33.8095,-113,446,-5.38095,"NO"
10,1,10,0,3,6,42,8,2,95,84,11.875,94,84,11.75,1,84,0.125,"NO"
3,1,13,0,7,3,16,11,2,20,5,1.81818,17,5,1.54545,3,3,0.272727,"NO"
3,1,9,0,3,3,39,11,2,26,7,2.36364,40,17,3.63636,-14,3,-1.27273,"NO"
3,1,13,0,7,3,17,14,3,25,4,1.78571,22,5,1.57143,3,3,0.214286,"NO"
13,1,25,0,7,6,116,17,3,63,16,3.70588,85,41,5,-22,4,-1.29412,"NO"
1,1,2,0,0,0,3,3,1,2,1,0.666667,2,1,0.666667,0,0,0,"NO"
2,1,22,0,11,0,42,4,1,26,13,6.5,17,10,4.25,9,7,2.25,"NO"
2,1,25,0,10,0,32,2,1,0,0,0,4,4,2,-4,0,-2,"NO"
7,1,10,0,1,21,22,1,1,0,0,0,0,0,0,0,0,0,"NO"
21,1,51,0,9,28,96,6,2,25,15,4.16667,20,15,3.33333,5,3,0.833333,"NO"
5,1,9,0,1,10,15,3,1,0,0,0,0,0,0,0,0,0,"NO"
25,1,59,0,9,190,246,6,1,12,5,2,135,124,22.5,-123,0,-20.5,"NO"
7,1,9,0,2,15,20,8,1,18,11,2.25,9,6,1.125,9,5,1.125,"NO"
7,1,7,0,1,21,21,6,1,4,2,0.666667,4,2,0.666667,0,0,0,"NO"
15,1,23,0,3,28,56,3,1,0,0,0,0,0,0,0,0,0,"NO"
8,1,7,0,1,10,27,4,1,2,2,0.5,1,1,0.25,1,1,0.25,"NO"
4,2,8,0,3,6,13,9,2,20,5,2.22222,19,4,2.11111,1,3,0.111111,"NO"
15,2,19,0,4,3,80,11,2,28,10,2.54545,25,7,2.27273,3,5,0.272727,"NO"
45,2,80,0,7,55,226,15,2,96,24,6.4,78,16,5.2,18,12,1.2,"NO"
18,2,43,0,9,28,115,12,2,54,12,4.5,57,14,4.75,-3,2,-0.25,"NO"
6,1,12,0,4,10,20,10,2,53,27,5.3,29,13,2.9,24,14,2.4,"NO"
1,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,"NO"
5,1,8,0,2,10,15,15,2,76,24,5.06667,102,49,6.8,-26,23,-1.73333,"NO"
7,1,5,0,0,1,22,13,2,65,17,5,69,25,5.30769,-4,15,-0.307692,"NO"
13,3,24,0,7,3,46,30,2,164,37,5.46667,180,31,6,-16,18,-0.533333,"NO"
